acousticness,danceability,energy,instrumentalness,valence,tempo,liveness
0.937,0.441,0.112,8.15E-05,0.284,0.35233484,0.101
0.0591,0.344,0.9,0,0.831,0.73553943,0.146
0.123,0.552,0.791,1.42E-05,0.698,0.374527221,0.162
0.00309,0.186,0.968,9.24E-05,0.637,0.739851421,0.757
0.874,0.557,0.385,0,0.148,0.425983647,0.175
0.00121,0.267,0.916,0.00112,0.322,0.740676859,0.0565
0.00105,0.429,0.964,0,0.525,0.669631674,0.277
0.231,0.435,0.859,0.00694,0.702,0.707043329,0.078
0.000128,0.511,0.888,0.819,0.385,0.394304887,0.305
0.0928,0.359,0.837,0.00452,0.529,0.73100568,0.336
0.263,0.8,0.619,0,0.75,0.625563125,0.0624
0.0205,0.897,0.482,0.0212,0.7,0.509180434,0.0683
0.0317,0.771,0.693,0,0.525,0.399015223,0.342
0.00776,0.496,0.737,0.0113,0.786,0.353320438,0.131
0.705,0.316,0.596,0,0.563,0.60713655,0.102
0.0151,0.294,0.899,0.164,0.433,0.813685028,0.207
0.0424,0.528,0.745,1.68E-05,0.784,0.730307548,0.257
0.015,0.246,0.965,0,0.6,0.658436924,0.193
0.0331,0.773,0.813,3.77E-05,0.707,0.525364774,0.192
0.122,0.532,0.84,0.729,0.755,0.505172336,0.345
0.337,0.606,0.702,0,0.632,0.348938634,0.13
0.000277,0.54,0.861,0.2,0.323,0.542403298,0.0875
0.991,0.466,0.168,0.894,0.0386,0.351152123,0.0885
0.295,0.346,0.958,2.67E-05,0.506,0.417630705,0.929
0.000381,0.441,0.938,6.36E-06,0.391,0.797369275,0.211
0.000139,0.486,0.902,0.121,0.837,0.375902951,0.0436
0.00614,0.609,0.917,1.96E-05,0.67,0.615785173,0.0775
0.00207,0.174,0.939,7.97E-06,0.578,0.777476623,0.115
0.000193,0.407,0.969,0.000113,0.647,0.693577597,0.19
0.0125,0.183,0.952,0,0.559,0.807282748,0.265
0.000153,0.802,0.81,0,0.648,0.677590377,0.221
0.0227,0.453,0.947,0.0052,0.282,0.529906738,0.172
0.00154,0.389,0.612,1.03E-05,0.16,0.568160258,0.116
0.0486,0.397,0.993,1.12E-06,0.317,0.417926384,0.63
0.955,0.0629,0.0718,0.907,0.0324,0.276172759,0.0906
0.0025,0.285,0.945,0,0.513,0.378334093,0.377
0.00476,0.499,0.857,0,0.324,0.344864829,0.102
0.026,0.553,0.539,0.867,0.287,0.513324052,0.0759
0.0556,0.633,0.689,0,0.784,0.755620988,0.533
0.000604,0.713,0.81,0.89,0.354,0.529779431,0.344
0.349,0.461,0.686,1.56E-06,0.415,0.731420452,0.0742
0.0112,0.775,0.611,0.852,0.533,0.525660453,0.722
0.0322,0.371,0.843,0,0.599,0.758828288,0.158
0.0932,0.498,0.728,0.695,0.642,0.5256892,0.0856
0.515,0.644,0.507,7.45E-05,0.46,0.482729449,0.696
0.000995,0.819,0.699,0.71,0.685,0.52565224,0.055
0.342,0.719,0.62,0.435,0.588,0.369574591,0.105
0.00111,0.75,0.864,0.782,0.715,0.525631707,0.39
0.204,0.752,0.695,0.00484,0.6,0.485172911,0.147
0.00564,0.795,0.708,0.831,0.523,0.525648133,0.0599
0.908,0.373,0.278,0.147,0.207,0.30751888,0.182
0.000224,0.788,0.764,0.867,0.143,0.525598853,0.0986
0.641,0.207,0.256,0.959,0.0905,0.516137113,0.0893
0.0476,0.44,0.865,0.642,0.63,0.769435786,0.0623
0.288,0.605,0.315,0,0.441,0.45687393,0.599
0.0215,0.759,0.926,0.92,0.642,0.492827722,0.0688
0.557,0.656,0.468,1.38E-06,0.921,0.473982267,0.15
0.00377,0.794,0.624,0.782,0.429,0.525656347,0.0584
0.989,0.188,0.0776,0.917,0.0506,0.32532535,0.0799
0.00174,0.673,0.916,0.0189,0.246,0.492741482,0.127
0.146,0.389,0.71,0,0.34,0.56570037,0.202
0.00799,0.764,0.824,0.512,0.374,0.525697413,0.108
0.0426,0.762,0.599,1.30E-06,0.873,0.325974202,0.437
0.0135,0.775,0.437,0.862,0.511,0.521549689,0.115
5.82E-05,0.214,0.955,0.00015,0.393,0.739186142,0.0973
0.000866,0.777,0.623,0.853,0.35,0.51745535,0.396
0.232,0.54,0.556,7.75E-06,0.386,0.506601453,0.143
3.01E-05,0.657,0.969,0.84,0.421,0.52565224,0.232
0.00511,0.459,0.891,0,0.588,0.635862624,0.106
0.0684,0.622,0.506,0.554,0.234,0.521623608,0.222
0.0296,0.525,0.904,0,0.629,0.473275922,0.0588
0.0012,0.646,0.921,0.822,0.733,0.525582427,0.171
4.01E-05,0.437,0.995,0,0.0563,0.656588928,0.315
0.0107,0.802,0.732,0.858,0.73,0.521488089,0.066
0.00172,0.569,0.793,0.00054,0.687,0.574845898,0.136
0.404,0.812,0.889,0.824,0.448,0.529857458,0.0768
3.56E-05,0.427,0.959,0.000951,0.564,0.451527061,0.171
0.012,0.516,0.911,0.963,0.359,0.51754159,0.32
0.782,0.606,0.344,0,0.517,0.33193707,0.132
0.000559,0.812,0.495,0.706,0.406,0.517484097,0.352
0.0919,0.262,0.539,0.00803,0.436,0.358088269,0.0889
0.0111,0.759,0.651,0.943,0.505,0.525668667,0.0375
0.0999,0.663,0.487,0,0.501,0.584011959,0.418
0.0072,0.806,0.724,0.43,0.051,0.513311732,0.0632
0.232,0.581,0.81,0.000121,0.918,0.669319568,0.335
0.00239,0.705,0.448,0.908,0.318,0.5256276,0.0802
0.537,0.556,0.446,0,0.307,0.394415766,0.201
0.00877,0.763,0.545,0.914,0.15,0.521570222,0.153
0.0391,0.71,0.905,0.00093,0.817,0.815171638,0.0562
0.00556,0.826,0.706,0.704,0.242,0.533955903,0.0615
0.00091,0.504,0.961,3.04E-05,0.36,0.616039785,0.417
2.55E-05,0.734,0.91,0.848,0.774,0.523652297,0.0619
0.0706,0.708,0.892,0,0.623,0.443646384,0.114
0.00435,0.886,0.894,0.875,0.425,0.52541816,0.362
0.031,0.739,0.836,0,0.858,0.492803082,0.494
0.0225,0.985,0.725,0.307,0.591,0.525717947,0.0687
0.567,0.823,0.754,0.821,0.602,0.416402814,0.0913
0.00363,0.908,0.798,0.781,0.39,0.492794868,0.179
0.374,0.432,0.486,0.0158,0.363,0.322972235,0.111
0.0166,0.836,0.811,0.84,0.488,0.52565224,0.857
0.172,0.573,0.667,0.000102,0.258,0.558345345,0.15
0.000206,0.687,0.715,0.864,0.374,0.52567688,0.0279
0.0736,0.698,0.703,2.69E-06,0.662,0.764409237,0.305
0.00173,0.684,0.817,0.298,0.676,0.513200853,0.0833
0.123,0.633,0.649,0.509,0.488,0.624047769,0.0679
0.00466,0.797,0.404,0.903,0.564,0.525697413,0.485
0.00201,0.64,0.873,0,0.573,0.443079665,0.263
0.000225,0.766,0.715,0.314,0.205,0.525594747,0.035
0.61,0.681,0.399,2.87E-05,0.787,0.513114613,0.122
0.00103,0.693,0.828,0.521,0.126,0.525631707,0.676
0.155,0.486,0.475,0.0349,0.457,0.30915333,0.2
0.319,0.856,0.387,0.821,0.188,0.525594747,0.12
0.141,0.472,0.532,1.31E-06,0.394,0.388181859,0.121
7.13E-05,0.706,0.878,0.89,0.676,0.52563992,0.0337
0.061,0.612,0.846,0,0.797,0.713786462,0.314
0.00176,0.741,0.769,0.804,0.684,0.521504515,0.923
0.691,0.488,0.478,0,0.371,0.630244716,0.157
0.187,0.574,0.26,1.58E-06,0.172,0.455420173,0.156
0.964,0.319,0.173,8.89E-06,0.203,0.517985109,0.113
0.324,0.565,0.713,0,0.739,0.69067419,0.225
0.377,0.495,0.555,0.3,0.342,0.305141125,0.112
0.0617,0.498,0.776,0.0562,0.64,0.690415471,0.206
0.501,0.921,0.266,0.134,0.761,0.505295536,0.109
0.193,0.861,0.634,3.41E-05,0.63,0.538046134,0.0739
0.353,0.362,0.532,0,0.251,0.799915403,0.102
0.221,0.703,0.791,0,0.701,0.431133397,0.111
0.182,0.341,0.527,5.55E-06,0.141,0.668522876,0.335
0.24,0.745,0.56,0,0.358,0.463998982,0.134
0.414,0.61,0.684,1.33E-06,0.619,0.3399122,0.234
0.058,0.794,0.658,0,0.674,0.575075871,0.429
0.585,0.639,0.43,8.68E-05,0.39,0.443502651,0.109
0.0253,0.719,0.452,0,0.744,0.534662248,0.346
0.000296,0.27,0.922,0,0.636,0.325777082,0.501
0.935,0.293,0.201,4.59E-05,0.333,0.85409865,0.135
0.00491,0.733,0.611,0,0.22,0.492827722,0.0712
0.0833,0.938,0.695,1.67E-06,0.508,0.454069082,0.132
0.745,0.534,0.701,2.67E-06,0.671,0.456656277,0.162
0.0925,0.634,0.771,0,0.649,0.714234088,0.0535
8.74E-06,0.233,0.982,0.176,0.181,0.654194746,0.175
0.00182,0.641,0.888,3.89E-05,0.743,0.673532999,0.291
0.835,0.35,0.411,0.0017,0.163,0.737884332,0.118
0.215,0.289,0.604,0,0.272,0.729083764,0.153
0.862,0.446,0.119,0,0.227,0.522564033,0.0949
0.048,0.824,0.619,1.76E-05,0.335,0.45997035,0.0686
6.14E-05,0.473,0.874,0.000606,0.444,0.498856296,0.111
0.0015,0.687,0.533,0,0.1,0.484544592,0.116
0.398,0.627,0.469,0,0.367,0.441400042,0.144
0.158,0.683,0.656,0,0.53,0.312171724,0.217
0.00158,0.472,0.909,5.16E-05,0.278,0.538181654,0.248
0.184,0.538,0.218,0.945,0.106,0.533697183,0.111
0.0274,0.487,0.835,0.00754,0.311,0.54991027,0.211
0.0908,0.531,0.906,0.000312,0.494,0.526251812,0.482
0.00504,0.515,0.984,1.38E-06,0.376,0.616031572,0.497
0.00145,0.589,0.414,2.45E-06,0.648,0.444948195,0.12
0.257,0.694,0.651,0,0.704,0.385561811,0.11
0.000251,0.521,0.961,0.000389,0.188,0.526067012,0.344
0.00127,0.776,0.88,0.000413,0.96,0.534013396,0.0601
0.00299,0.466,0.745,3.00E-05,0.256,0.525865786,0.254
0.00122,0.611,0.793,0.285,0.824,0.501053358,0.251
0.000231,0.535,0.81,0.000464,0.437,0.541947459,0.611
0.0665,0.853,0.435,0.434,0.652,0.45174882,0.0616
0.217,0.687,0.429,0.886,0.578,0.697639082,0.112
7.09E-05,0.401,0.98,1.65E-06,0.317,0.423421093,0.277
0.0017,0.454,0.864,0.952,0.133,0.558176972,0.317
0.286,0.67,0.626,0,0.205,0.673430333,0.0843
0.0559,0.519,0.779,3.33E-05,0.234,0.525631707,0.0892
0.426,0.777,0.512,0,0.692,0.508769768,0.113
4.15E-05,0.57,0.778,0.0793,0.764,0.706456077,0.212
0.000262,0.356,0.966,0.148,0.215,0.71452566,0.192
0.0295,0.842,0.576,0,0.794,0.574956777,0.0801
0.0917,0.624,0.473,0,0.46,0.697688362,0.129
8.72E-05,0.516,0.942,0.000726,0.472,0.379845343,0.079
0.595,0.667,0.859,0,0.865,0.43116625,0.168
0.263,0.509,0.54,0.284,0.186,0.410862932,0.252
0.683,0.561,0.316,0,0.617,0.358400375,0.108
0.174,0.526,0.469,0.904,0.0355,0.492942708,0.112
0.426,0.658,0.57,0,0.962,0.701035289,0.0545
0.00754,0.458,0.928,0,0.746,0.575539923,0.162
0.000534,0.318,0.91,1.99E-06,0.365,0.379348438,0.297
0.0118,0.421,0.723,1.44E-05,0.443,0.322672449,0.319
0.763,0.606,0.353,0.000578,0.179,0.575166217,0.0778
4.09E-05,0.628,0.973,0.942,0.159,0.566722928,0.0729
0.265,0.501,0.541,6.98E-05,0.407,0.385787678,0.336
0.098,0.898,0.887,0.362,0.156,0.410710986,0.113
0.000928,0.484,0.936,1.05E-05,0.811,0.644679619,0.548
0.521,0.667,0.535,8.06E-06,0.444,0.541606607,0.0858
0.000192,0.609,0.844,0,0.433,0.575268883,0.195
0.0125,0.649,0.998,0.154,0.0643,0.532112013,0.0877
0.376,0.463,0.368,0,0.75,0.583038681,0.149
0.0557,0.541,0.981,0.927,0.19,0.558657451,0.167
0.0629,0.573,0.856,0,0.687,0.821134505,0.108
0.000555,0.708,0.923,0.792,0.585,0.554127807,0.256
0.0381,0.788,0.773,0,0.584,0.303802355,0.35
0.16,0.597,0.82,0.223,0.0808,0.69852612,0.239
0.0885,0.539,0.903,0,0.693,0.554924499,0.271
0.033,0.678,0.981,0.0881,0.874,0.410595999,0.519
0.117,0.771,0.377,0.085,0.367,0.579235915,0.102
0.0147,0.726,0.689,3.12E-05,0.619,0.492872895,0.155
0.154,0.714,0.801,0,0.658,0.45188434,0.853
0.00199,0.823,0.46,0.591,0.846,0.533319371,0.0684
0.000255,0.529,0.984,0.0445,0.696,0.427104765,0.0936
0.0737,0.593,0.938,1.24E-06,0.64,0.517767456,0.342
0.0424,0.693,0.795,0,0.752,0.402358043,0.0494
0.00155,0.605,0.893,0.000241,0.367,0.492651135,0.0729
0.00327,0.558,0.867,0,0.72,0.312179937,0.0426
0.0794,0.825,0.999,0.241,0.0409,0.416181054,0.319
0.0144,0.725,0.662,0,0.814,0.505073776,0.0996
0.00532,0.661,0.694,0.105,0.364,0.373438957,0.166
0.00111,0.539,0.838,0,0.185,0.390259828,0.541
6.71E-05,0.496,0.983,6.11E-05,0.11,0.570599613,0.109
0.481,0.534,0.536,4.18E-06,0.306,0.590254079,0.225
0.00444,0.918,0.788,0.929,0.296,0.582525348,0.296
0.335,0.532,0.597,0,0.666,0.305486085,0.0699
0.533,0.626,0.348,2.69E-06,0.239,0.558164652,0.137
0.27,0.799,0.556,0,0.892,0.537943468,0.0767
0.506,0.515,0.419,0.774,0.151,0.714726887,0.0956
0.0139,0.637,0.916,2.24E-05,0.506,0.472212298,0.21
0.321,0.561,0.418,0,0.14,0.52566456,0.107
0.298,0.681,0.866,0,0.885,0.59312874,0.0499
0.00772,0.36,0.798,0.000193,0.317,0.66528683,0.105
0.0176,0.445,0.851,1.24E-06,0.404,0.705380133,0.694
0.00171,0.571,0.856,0.746,0.0575,0.55451794,0.264
0.000232,0.69,0.805,0.739,0.799,0.524863762,0.095
0.000273,0.487,0.979,0.846,0.417,0.706443757,0.0957
0.219,0.64,0.912,0.000105,0.446,0.398349945,0.0726
0.000725,0.633,0.768,0.314,0.907,0.361398235,0.088
0.0303,0.565,0.931,0,0.592,0.431223743,0.191
0.00135,0.548,0.835,0.405,0.18,0.714570834,0.186
0.0376,0.609,0.807,0.204,0.203,0.517052898,0.13
0.455,0.543,0.423,0,0.301,0.689815899,0.158
0.723,0.805,0.545,0,0.965,0.437687623,0.0366
0.121,0.688,0.547,0.00544,0.633,0.509131154,0.0853
0.44,0.767,0.622,0,0.763,0.455526946,0.0369
0.00104,0.468,0.989,0.00505,0.115,0.359303839,0.0982
0.925,0.471,0.484,0.499,0.236,0.30792544,0.0987
0.0905,0.473,0.645,3.37E-06,0.494,0.607715589,0.279
0.103,0.741,0.854,0.0062,0.963,0.475937037,0.135
0.00887,0.831,0.908,1.39E-05,0.898,0.447646269,0.0615
0.000282,0.801,0.674,0.000139,0.875,0.513369226,0.0914
0.000209,0.686,0.695,0.862,0.586,0.525570107,0.693
0.0401,0.533,0.783,0,0.702,0.451317621,0.109
0.293,0.799,0.503,1.35E-05,0.793,0.336750073,0.077
0.332,0.629,0.737,0,0.341,0.35755851,0.147
8.60E-05,0.801,0.588,0.86,0.74,0.525705627,0.103
0.539,0.898,0.672,0.00311,0.882,0.386062824,0.743
0.204,0.815,0.506,0.162,0.167,0.295699918,0.0585
0.0149,0.544,0.73,0.0983,0.678,0.563162455,0.146
0.000471,0.512,0.921,0.15,0.454,0.57070228,0.0804
0.766,0.532,0.38,0,0.409,0.499451761,0.936
0.00533,0.75,0.901,0.883,0.463,0.558509612,0.338
0.00118,0.369,0.868,0.0415,0.76,0.681791489,0.0901
0.0173,0.8,0.952,0.912,0.24,0.759719433,0.111
0.0606,0.532,0.509,0,0.279,0.542345805,0.261
0.0975,0.471,0.749,0,0.42,0.698361854,0.374
0.0112,0.693,0.947,4.73E-06,0.91,0.472224618,0.0693
0.08,0.743,0.604,0.464,0.702,0.390029855,0.0635
0.156,0.756,0.903,0,0.663,0.435708214,0.126
2.40E-05,0.523,0.969,0.671,0.531,0.455896545,0.105
0.0427,0.202,0.733,0.696,0.0728,0.485476804,0.243
0.00721,0.711,0.726,0,0.856,0.52583704,0.251
0.0057,0.359,0.779,0.837,0.582,0.357078031,0.379
0.15,0.693,0.932,0.92,0.153,0.698131881,0.0925
0.00154,0.579,0.809,0,0.258,0.365451507,0.564
0.485,0.659,1,0.764,0.0255,0.677586271,0.0466
0.557,0.782,0.455,0.51,0.585,0.410768479,0.0538
0.0472,0.566,0.983,0.782,0.167,0.431293556,0.362
9.36E-05,0.572,0.969,0.00385,0.568,0.558571212,0.0758
0.0201,0.743,0.751,0.296,0.195,0.616093172,0.0943
0.0237,0.612,0.666,0,0.788,0.608048229,0.662
0.0166,0.653,0.677,0.015,0.444,0.541959779,0.0937
0.00631,0.641,0.724,7.08E-05,0.748,0.369480138,0.0724
0.00414,0.662,0.818,0.0777,0.734,0.533865556,0.381
0.00158,0.28,0.911,2.02E-05,0.607,0.548086913,0.355
0.565,0.579,0.462,0,0.412,0.55789772,0.282
0.0303,0.707,0.885,0,0.405,0.379598944,0.311
0.00176,0.715,0.962,0.246,0.551,0.546148571,0.0419
0.283,0.516,0.26,0.834,0.338,0.53667451,0.21
0.00618,0.848,0.551,0.74,0.583,0.516905058,0.177
0.0144,0.664,0.898,0,0.917,0.648470065,0.111
0.399,0.819,0.769,0,0.931,0.472204084,0.11
0.732,0.602,0.52,0.221,0.523,0.623850649,0.0982
0.0762,0.781,0.563,0.861,0.967,0.521229369,0.0423
0.737,0.578,0.438,0.00877,0.79,0.365833426,0.097
0.000382,0.663,0.897,0.0639,0.204,0.52567688,0.102
0.0333,0.797,0.659,0,0.25,0.763620758,0.23
0.000107,0.489,0.976,0.102,0.142,0.58313724,0.331
0.0136,0.71,0.674,1.73E-05,0.7,0.509361127,0.0366
0.000449,0.547,0.972,0.7,0.161,0.558431585,0.114
0.581,0.769,0.793,2.39E-06,0.915,0.419215875,0.0926
6.88E-05,0.576,0.994,0.169,0.138,0.718681598,0.0953
0.0442,0.559,0.939,2.27E-06,0.824,0.615912479,0.315
0.0457,0.692,0.969,0.162,0.34,0.632671751,0.118
0.16,0.711,0.945,0,0.577,0.492889321,0.134
0.00016,0.557,0.855,0.522,0.369,0.533906623,0.309
0.00168,0.484,0.953,0.00557,0.526,0.634289774,0.0753
0.102,0.581,0.528,0,0.206,0.550538588,0.175
1.86E-05,0.471,0.954,4.29E-05,0.449,0.480273668,0.446
0.913,0.671,0.325,0.0713,0.332,0.381586566,0.118
0.298,0.689,0.793,0,0.506,0.504622044,0.107
1.71E-06,0.391,0.891,0.856,0.629,0.398690797,0.0755
0.0451,0.755,0.901,0.0373,0.959,0.595637908,0.363
0.105,0.642,0.963,0.8,0.73,0.503886952,0.117
0.0421,0.581,0.959,0.93,0.731,0.513204959,0.242
0.0004,0.741,0.553,0.907,0.508,0.369586911,0.0914
0.0717,0.574,0.481,0.0003,0.228,0.335029383,0.113
0.00823,0.281,0.923,0.00978,0.0719,0.309724156,0.117
0.994,0.329,0.0102,0.918,0.0684,0.543080897,0.103
0.255,0.944,0.418,8.99E-06,0.575,0.402826202,0.0754
0.531,0.539,0.521,0.00452,0.127,0.410657599,0.0724
0.154,0.862,0.392,0.875,0.714,0.476553035,0.108
1.69E-05,0.329,0.993,0.641,0.378,0.478265512,0.342
0.014,0.505,0.862,0.91,0.413,0.549844563,0.353
0.296,0.775,0.451,6.31E-06,0.559,0.381861712,0.123
0.067,0.798,0.907,0.0349,0.892,0.53378753,0.0442
0.424,0.62,0.746,0,0.191,0.568583244,0.0684
0.00838,0.719,0.937,0.863,0.511,0.492844148,0.154
0.0187,0.724,0.907,4.97E-06,0.962,0.570891186,0.0824
5.11E-06,0.317,0.766,0.947,0.0957,0.657369193,0.0763
0.000391,0.643,0.679,0,0.545,0.464734073,0.0565
0.0383,0.676,0.932,0.83,0.503,0.436040853,0.421
0.000199,0.262,0.993,0.00182,0.279,0.820982559,0.0962
0.0032,0.805,0.947,0.605,0.806,0.492868788,0.226
0.0142,0.78,0.657,0.0335,0.788,0.388851245,0.102
0.72,0.644,0.326,0.792,0.407,0.509451474,0.1
0.0195,0.474,0.663,0,0.141,0.361648741,0.544
0.306,0.616,0.852,0.686,0.592,0.437190717,0.118
0.73,0.422,0.351,0.904,0.168,0.543380683,0.0784
0.00144,0.791,0.544,0.938,0.41,0.427129405,0.103
0.852,0.576,0.347,0.599,0.85,0.471785205,0.124
0.000332,0.729,0.855,0.411,0.861,0.533771103,0.277
0.01,0.6,0.889,2.20E-05,0.647,0.426197194,0.285
0.000832,0.385,0.966,0.864,0.607,0.707256876,0.535
0.0226,0.791,0.675,0,0.698,0.615916586,0.235
0.00352,0.705,0.589,0.934,0.664,0.73898081,0.139
0.124,0.58,0.914,2.06E-06,0.828,0.599489953,0.23
0.0332,0.678,0.856,0.857,0.33,0.455436599,0.107
0.14,0.551,0.557,0.000129,0.93,0.643944527,0.333
0.0014,0.425,0.917,0.758,0.725,0.733851594,0.132
0.061,0.819,0.825,0,0.939,0.435256481,0.0904
0.00413,0.591,0.648,1.31E-05,0.116,0.492798975,0.197
0.89,0.427,0.388,0.96,0.139,0.502137516,0.268
1.10E-06,0.414,0.849,0.798,0.593,0.513110506,0.102
0.0623,0.675,0.978,0,0.32,0.455945825,0.161
0.0277,0.628,0.643,0.263,0.389,0.397676453,0.0671
0.492,0.277,0.182,0.782,0.0357,0.394272033,0.125
0.376,0.624,0.655,0.8,0.901,0.5929809,0.104
0.575,0.727,0.542,0,0.558,0.493033054,0.0986
0.418,0.598,0.402,0.323,0.225,0.390206442,0.125
0.147,0.658,0.856,0.000173,0.376,0.492737375,0.169
0.0164,0.627,0.822,0,0.538,0.328614783,0.121
0.087,0.483,0.825,0.538,0.346,0.787123163,0.0724
0.0439,0.387,0.828,0,0.306,0.664958297,0.301
0.037,0.759,0.765,0.00131,0.753,0.472298538,0.112
0.489,0.833,0.624,0.000281,0.958,0.444714115,0.239
0.965,0.165,0.189,0.848,0.0326,0.321087279,0.148
0.0431,0.64,0.957,0,0.692,0.554365994,0.0789
0.00037,0.727,0.717,0.925,0.264,0.546099291,0.351
0.327,0.807,0.676,0.000377,0.928,0.542197966,0.086
0.972,0.187,0.0173,0.485,0.0389,0.329711261,0.0947
0.262,0.548,0.647,1.60E-06,0.356,0.316385155,0.0694
0.0842,0.58,0.501,0.786,0.039,0.521438809,0.135
0.00687,0.429,0.889,0,0.735,0.690238884,0.397
0.0255,0.243,0.726,0.298,0.56,0.444040623,0.135
0.0719,0.663,0.91,0,0.342,0.595436681,0.244
0.908,0.398,0.15,0.00278,0.135,0.55133528,0.077
0.0478,0.663,0.756,0.000788,0.804,0.509180434,0.125
0.00544,0.57,0.896,0.842,0.0397,0.566718821,0.127
0.891,0.389,0.117,0.838,0.106,0.377861827,0.1
0.314,0.406,0.535,0.202,0.797,0.558521932,0.159
0.00953,0.659,0.664,0.00045,0.708,0.492729162,0.0788
0.00881,0.675,0.983,0.545,0.53,0.554476873,0.0909
0.00427,0.79,0.731,0.29,0.938,0.523200565,0.157
0.815,0.263,0.066,0.00562,0.0674,0.310915087,0.143
9.52E-05,0.283,0.957,0,0.431,0.451843273,0.287
0.843,0.236,0.294,0.583,0.0439,0.34773949,0.375
0.0319,0.879,0.47,0,0.514,0.410608319,0.144
0.917,0.148,0.061,0.179,0.0347,0.348786688,0.322
0.471,0.48,0.814,0,0.892,0.567741379,0.113
0.000313,0.807,0.421,0.926,0.0566,0.517488204,0.107
0.466,0.702,0.673,0.485,0.755,0.665615362,0.19
0.0148,0.786,0.669,0.946,0.183,0.5256276,0.0697
0.0287,0.717,0.46,0.785,0.0961,0.455810305,0.0661
0.52,0.57,0.856,8.97E-06,0.696,0.608064655,0.0956
0.00444,0.856,0.663,0,0.465,0.558550678,0.214
0.972,0.267,0.121,0.402,0.0344,0.388974444,0.0641
0.13,0.45,0.393,0.11,0.138,0.311999244,0.116
0.979,0.136,0.0844,0.596,0.0322,0.361102556,0.0891
0.808,0.151,0.125,0.308,0.29,0.619333325,0.121
0.00136,0.762,0.869,0.854,0.405,0.479674096,0.108
0.302,0.879,0.832,0,0.848,0.351599749,0.1
0.000376,0.801,0.783,0.837,0.0355,0.534017503,0.0491
0.351,0.704,0.657,0.0259,0.515,0.558792971,0.0888
0.71,0.418,0.513,0.945,0.311,0.493345161,0.204
8.63E-05,0.445,0.968,0.00202,0.629,0.656970847,0.309
0.254,0.642,0.609,0.193,0.678,0.492786655,0.284
0.104,0.476,0.659,0,0.492,0.72284575,0.232
0.0503,0.775,0.91,0.514,0.962,0.487328906,0.469
0.162,0.537,0.572,0,0.126,0.403039748,0.354
0.623,0.494,0.457,3.48E-05,0.483,0.439231726,0.152
7.94E-05,0.515,0.934,0.0047,0.894,0.625197633,0.327
0.151,0.381,0.431,0.612,0.371,0.513623838,0.106
0.701,0.54,0.382,9.18E-06,0.94,0.681598476,0.253
0.696,0.124,0.475,0.0601,0.458,0.767608323,0.144
0.000272,0.396,0.898,0.000708,0.352,0.676477473,0.287
0.864,0.309,0.107,0.558,0.0766,0.541393061,0.0504
0.00113,0.578,0.969,0.0234,0.684,0.431194996,0.0579
0.00048,0.616,0.94,0.883,0.0391,0.566722928,0.371
0.455,0.418,0.392,0,0.174,0.550735708,0.116
0.989,0.243,0.0563,0.508,0.0376,0.351579215,0.202
0.216,0.388,0.559,0,0.375,0.847240531,0.0663
0.948,0.384,0.0298,0.949,0.0768,0.452015753,0.115
0.106,0.482,0.873,0,0.441,0.591116477,0.108
0.981,0.139,0.0375,0.856,0.0339,0.283252638,0.108
0.871,0.659,0.395,0.825,0.342,0.533471317,0.207
0.491,0.275,0.363,0.017,0.291,0.656901034,0.346
0.542,0.567,0.457,0,0.311,0.655705996,0.221
2.82E-05,0.613,0.885,0.553,0.929,0.45168722,0.0557
0.363,0.803,0.684,0.000984,0.961,0.466368523,0.316
0.00149,0.595,0.737,0.199,0.866,0.529602845,0.477
0.694,0.771,0.458,0.000131,0.707,0.447970695,0.0784
0.00385,0.802,0.659,0.871,0.12,0.525648133,0.0706
0.0812,0.74,0.806,0,0.896,0.393935287,0.0285
0.00209,0.789,0.74,0.915,0.0376,0.52582472,0.699
0.541,0.567,0.707,0.000176,0.751,0.706004345,0.1
0.00728,0.887,0.788,0.8,0.0754,0.533894303,0.176
0.00832,0.47,0.886,0.00164,0.119,0.571014386,0.11
0.0406,0.392,0.814,0.904,0.302,0.483903953,0.0935
0.0553,0.607,0.853,3.00E-05,0.389,0.480384547,0.301
0.00482,0.485,0.781,0.0615,0.458,0.529808178,0.0742
0.0584,0.849,0.628,0,0.942,0.591231464,0.389
0.607,0.209,0.689,0.776,0.191,0.303518995,0.112
0.000443,0.741,0.867,5.60E-06,0.561,0.459990883,0.449
0.165,0.632,0.579,0.982,0.266,0.492753802,0.189
0.0676,0.801,0.643,0.00047,0.568,0.472421737,0.613
0.347,0.545,0.661,0.56,0.393,0.462007252,0.184
0.207,0.606,0.422,0,0.55,0.607974309,0.127
0.449,0.46,0.664,1.52E-05,0.58,0.333156747,0.0823
0.0333,0.811,0.678,0.00123,0.426,0.377713988,0.105
0.0375,0.85,0.909,0.675,0.642,0.533832703,0.0633
0.00234,0.609,0.772,0.00398,0.573,0.386025864,0.0958
0.0547,0.881,0.699,1.29E-05,0.901,0.492905748,0.0787
0.000536,0.286,0.947,0.342,0.326,0.688140382,0.0644
0.88,0.467,0.329,0.892,0.241,0.461986719,0.128
0.0166,0.835,0.805,0,0.891,0.505036816,0.345
0.0301,0.75,0.721,0,0.754,0.430476331,0.148
0.0067,0.607,0.807,1.18E-06,0.565,0.525841146,0.251
0.000273,0.737,0.833,0.807,0.965,0.509053128,0.101
