danceability,energy,valence,tempo
0.912,0.65,0.965,0.480343481
0.641,0.477,0.46,0.703979762
0.761,0.877,0.731,0.537368536
0.434,0.843,0.89,0.633353456
0.634,0.928,0.302,0.525635813
0.653,0.467,0.866,0.652872402
0.805,0.888,0.721,0.410637066
0.123,0.0723,0.0364,0.616076745
0.565,0.809,0.147,0.525549574
0.615,0.448,0.232,0.340372145
0.721,0.754,0.963,0.559486996
0.548,0.865,0.516,0.403355961
0.868,0.631,0.914,0.480442041
0.592,0.541,0.701,0.450192397
0.797,0.69,0.0862,0.525660453
0.727,0.542,0.971,0.425503168
0.487,0.881,0.396,0.512211148
0.329,0.517,0.408,0.615004907
0.964,0.711,0.698,0.509369341
0.537,0.953,0.397,0.505788335
0.796,0.587,0.228,0.501012291
0.436,0.928,0.773,0.698197588
0.572,0.958,0.516,0.513126933
0.566,0.705,0.781,0.690542777
0.467,0.925,0.449,0.632211805
0.5,0.343,0.155,0.559655369
0.656,0.736,0.654,0.472179445
0.458,0.146,0.545,0.415782709
0.519,0.555,0.379,0.343123606
0.78,0.38,0.858,0.407869178
0.538,0.943,0.564,0.513237812
0.392,0.395,0.135,0.543635296
0.522,0.603,0.81,0.646449589
0.478,0.153,0.122,0.287934228
0.528,0.662,0.231,0.575342803
0.648,0.475,0.267,0.589712
0.513,0.716,0.646,0.401889884
0.684,0.66,0.735,0.332778934
0.295,0.966,0.158,0.531660281
0.495,0.46,0.822,0.44075119
0.585,0.794,0.17,0.431309983
0.344,0.874,0.269,0.763378466
0.789,0.661,0.556,0.51745535
0.8,0.633,0.836,0.394046167
0.572,0.947,0.786,0.574537898
0.679,0.395,0.216,0.491977643
0.61,0.931,0.391,0.492683989
0.701,0.202,0.477,0.350663431
0.619,0.971,0.239,0.525931493
0.813,0.485,0.385,0.406345608
0.884,0.611,0.567,0.426944605
0.723,0.844,1,0.677270058
0.575,0.941,0.449,0.496876886
0.496,0.863,0.509,0.549795283
0.904,0.788,0.894,0.464011302
0.489,0.581,0.308,0.607645776
0.897,0.794,0.53,0.525783653
0.641,0.615,0.411,0.283104798
0.422,0.425,0.281,0.474290267
0.222,0.117,0.0883,0.376268444
0.286,0.941,0.639,0.56903087
0.261,0.458,0.388,0.815972436
0.462,0.531,0.833,0.800473908
0.259,0.651,0.656,0.55428386
0.901,0.795,0.747,0.451818634
0.515,0.486,0.56,0.608311055
0.421,0.969,0.321,0.525557787
0.764,0.818,0.961,0.542304739
0.68,0.556,0.5,0.328466943
0.601,0.527,0.284,0.435112748
0.441,0.714,0.349,0.491620364
0.381,0.746,0.263,0.581166045
0.342,0.431,0.0658,0.549828136
0.689,0.907,0.912,0.480347588
0.412,0.544,0.503,0.428616015
0.799,0.621,0.747,0.525660453
0.602,0.198,0.245,0.487181067
0.552,0.421,0.632,0.351213723
0.423,0.662,0.719,0.739818568
0.466,0.872,0.799,0.753115927
0.962,0.8,0.753,0.533832703
0.814,0.722,0.642,0.410641173
0.458,0.683,0.675,0.611066622
0.609,0.651,0.505,0.451654367
0.57,0.431,0.472,0.390760841
0.73,0.332,0.75,0.402596229
0.413,0.431,0.295,0.362207247
0.582,0.901,0.391,0.484351579
0.738,0.457,0.583,0.691290189
0.631,0.891,0.947,0.668083464
0.401,0.752,0.639,0.628852559
0.234,0.409,0.329,0.729679229
0.291,0.584,0.291,0.307785813
0.38,0.924,0.28,0.632384285
0.268,0.669,0.498,0.364580895
0.521,0.818,0.539,0.464438394
0.772,0.852,0.963,0.517377324
0.351,0.096,0.964,0.476146476
0.772,0.721,0.961,0.53378753
0.605,0.913,0.665,0.574689845
0.845,0.552,0.587,0.574948564
0.712,0.558,0.48,0.619969857
0.388,0.276,0.43,0.475132132
0.563,0.201,0.233,0.510112646
0.799,0.846,0.563,0.562645016
0.53,0.372,0.218,0.483682194
0.227,0.0872,0.19,0.400382741
0.519,0.88,0.529,0.595334015
0.46,0.756,0.384,0.381898672
0.496,0.934,0.268,0.656781941
0.273,0.67,0.178,0.414624631
0.52,0.151,0.186,0.761045884
0.951,0.795,0.897,0.533795743
0.447,0.0975,0.437,0.491267191
0.292,0.309,0.0957,0.675413848
0.466,0.476,0.856,0.549187498
0.635,0.976,0.71,0.566628475
0.173,0.872,0.39,0.613374564
0.869,0.91,0.791,0.533943583
0.753,0.671,0.707,0.632667644
0.808,0.944,0.576,0.54014053
0.359,0.0323,0.0728,0.440106445
0.384,0.343,0.305,0.495455983
0.463,0.157,0.526,0.53523718
0.433,0.414,0.432,0.266973845
0.345,0.958,0.147,0.357891149
0.435,0.55,0.301,0.515163835
0.523,0.534,0.507,0.312056738
0.234,0.342,0.175,0.4329239
0.387,0.983,0.443,0.698439881
0.828,0.937,0.732,0.521562008
0.887,0.408,0.555,0.455900652
0.91,0.752,0.714,0.587050886
0.657,0.416,0.454,0.481497452
0.564,0.336,0.255,0.40239911
0.552,0.682,0.75,0.32221661
0.517,0.522,0.422,0.37820268
0.69,0.452,0.612,0.472163018
0.513,0.222,0.393,0.681232983
0.447,0.649,0.276,0.603510371
0.585,0.345,0.176,0.509278994
0.515,0.801,0.854,0.412587728
0.622,0.846,0.914,0.454537241
0.446,0.323,0.242,0.322113943
0.743,0.463,0.811,0.464594447
0.747,0.814,0.704,0.533894303
0.394,0.94,0.712,0.499443548
0.523,0.714,0.656,0.412653435
0.317,0.562,0.218,0.31586361
0.448,0.346,0.302,0.574073846
0.672,0.934,0.948,0.530264017
0.535,0.246,0.227,0.594976736
0.718,0.758,0.676,0.722110658
0.629,0.233,0.2,0.574985524
0.425,0.79,0.297,0.49689742
0.555,0.199,0.265,0.297732714
0.489,0.914,0.545,0.56227131
0.469,0.253,0.115,0.572628302
0.348,0.204,0.174,0.716689869
0.553,0.558,0.173,0.542058339
0.55,0.542,0.641,0.714131421
0.798,0.827,0.813,0.410628853
0.514,0.867,0.596,0.394793579
0.438,0.455,0.148,0.514851729
0.316,0.757,0.113,0.539795571
0.892,0.656,0.93,0.480495427
0.878,0.739,0.824,0.384387307
0.809,0.72,0.622,0.373455383
0.717,0.7,0.499,0.312019778
0.796,0.73,0.762,0.545347772
0.706,0.619,0.967,0.369545845
0.898,0.46,0.468,0.636749662
0.567,0.711,0.507,0.579276982
0.743,0.906,0.875,0.443539611
0.599,0.946,0.653,0.447354696
0.913,0.658,0.723,0.513508852
0.559,0.386,0.256,0.575909522
0.528,0.559,0.539,0.779242486
0.87,0.396,0.728,0.381414087
0.599,0.634,0.54,0.690004805
0.556,0.913,0.73,0.394994805
0.843,0.634,0.613,0.469448517
0.682,0.716,0.694,0.613173338
0.799,0.799,0.882,0.681881835
0.631,0.863,0.497,0.517414284
0.821,0.753,0.749,0.52549208
0.347,0.901,0.528,0.759493567
0.517,0.334,0.0938,0.426821406
0.404,0.556,0.34,0.654009946
0.781,0.721,0.562,0.562645016
0.615,0.602,0.521,0.419158381
0.768,0.683,0.607,0.715043099
0.754,0.598,0.95,0.513447252
0.59,0.569,0.135,0.492716842
0.699,0.492,0.821,0.698329001
0.616,0.567,0.169,0.336573487
0.429,0.852,0.605,0.607559536
0.79,0.414,0.816,0.681984501
0.824,0.556,0.566,0.44704259
0.574,0.402,0.331,0.325469083
0.803,0.627,0.638,0.357710456
0.421,0.591,0.484,0.365476146
0.481,0.712,0.122,0.427063698
0.498,0.45,0.287,0.32865585
0.662,0.948,0.934,0.51605498
0.262,0.63,0.223,0.410624746
0.552,0.802,0.631,0.627526108
0.694,0.731,0.598,0.476171116
0.756,0.581,0.96,0.550251122
0.563,0.507,0.431,0.353517558
0.691,0.662,0.947,0.646252469
0.525,0.556,0.202,0.394206327
0.873,0.465,0.729,0.369525311
0.632,0.689,0.407,0.534534942
0.79,0.908,0.961,0.45174882
0.233,0.378,0.188,0.308935677
0.747,0.928,0.87,0.410932745
0.665,0.672,0.822,0.633341136
0.3,0.938,0.497,0.697840308
0.66,0.543,0.406,0.402526416
0.361,0.185,0.401,0.531561721
0.619,0.652,0.812,0.451555807
0.556,0.869,0.574,0.469904356
0.614,0.578,0.38,0.550197736
0.351,0.961,0.416,0.512161868
0.418,0.674,0.378,0.307909013
0.656,0.309,0.418,0.510474032
0.498,0.422,0.302,0.492733268
0.671,0.773,0.603,0.349107007
0.2,0.351,0.137,0.590356745
0.6,0.102,0.364,0.302619637
0.402,0.638,0.523,0.390251615
0.626,0.69,0.808,0.575047124
0.656,0.397,0.302,0.398678477
0.648,0.321,0.253,0.455543372
0.893,0.409,0.594,0.589900906
0.563,0.834,0.447,0.52251886
0.575,0.824,0.741,0.425577088
0.24,0.503,0.036,0.392637583
0.522,0.701,0.203,0.571671451
0.444,0.702,0.27,0.608179642
0.616,0.528,0.69,0.698965533
0.667,0.659,0.575,0.366018225
0.803,0.446,0.139,0.575429043
0.611,0.721,0.828,0.650141474
0.756,0.566,0.938,0.431059477
0.357,0.0364,0.0387,0.451272448
0.574,0.623,0.738,0.414255032
0.538,0.73,0.083,0.357369603
0.719,0.592,0.68,0.353414892
0.653,0.425,0.787,0.697458389
0.964,0.46,0.306,0.52549208
0.54,0.913,0.632,0.657755219
0.606,0.68,0.239,0.533914836
0.517,0.828,0.86,0.619928791
0.825,0.252,0.633,0.513278879
0.363,0.277,0.319,0.839236654
0.649,0.54,0.921,0.837228499
0.554,0.401,0.649,0.376806416
0.684,0.698,0.868,0.55444402
0.535,0.379,0.385,0.394321313
0.467,0.785,0.693,0.702439766
0.506,0.724,0.0697,0.419031075
0.696,0.458,0.435,0.37811644
0.881,0.591,0.879,0.354913822
0.366,0.839,0.378,0.706197358
0.482,0.381,0.42,0.335563249
0.619,0.54,0.212,0.4229324
0.582,0.783,0.442,0.328113771
0.649,0.484,0.165,0.340856731
0.773,0.57,0.765,0.449235546
0.529,0.664,0.461,0.689852858
0.448,0.814,0.523,0.66499115
0.62,0.539,0.582,0.508482302
0.685,0.856,0.719,0.433326352
0.592,0.428,0.709,0.793348857
0.32,0.94,0.0724,0.748187937
0.84,0.49,0.737,0.590878291
0.583,0.619,0.804,0.65695442
0.654,0.7,0.643,0.722936096
0.567,0.94,0.559,0.478520125
0.668,0.726,0.583,0.501139598
0.443,0.984,0.484,0.528021782
0.781,0.75,0.644,0.410665812
0.58,0.972,0.926,0.433219579
0.37,0.363,0.208,0.398826317
0.613,0.769,0.899,0.739900701
0.595,0.552,0.237,0.390095562
0.675,0.629,0.762,0.501073891
0.563,0.222,0.521,0.318294751
0.363,0.834,0.275,0.66516363
0.563,0.433,0.349,0.59133413
0.615,0.358,0.432,0.599818486
0.572,0.638,0.239,0.546058224
0.645,0.796,0.745,0.726640302
0.6,0.428,0.438,0.344840189
0.593,0.651,0.323,0.355369661
0.804,0.817,0.537,0.518194549
0.835,0.612,0.689,0.60402781
0.576,0.733,0.853,0.316282489
0.312,0.994,0.409,0.617587995
0.596,0.857,0.614,0.533918943
0.636,0.55,0.535,0.37358269
0.667,0.786,0.766,0.422891334
0.764,0.805,0.646,0.534263902
0.54,0.502,0.374,0.464261808
0.607,0.522,0.887,0.665603042
0.781,0.504,0.966,0.513689545
0.39,0.208,0.0546,0.471600406
0.663,0.439,0.965,0.357537976
0.276,0.937,0.339,0.766934831
0.425,0.838,0.239,0.878952145
0.383,0.901,0.622,0.682887966
0.484,0.771,0.364,0.574973204
0.764,0.72,0.515,0.353143852
0.447,0.87,0.512,0.73541623
0.69,0.803,0.602,0.394070807
0.876,0.772,0.953,0.521668782
0.6,0.872,0.823,0.606586258
0.576,0.599,0.415,0.336943086
0.413,0.958,0.428,0.710271163
0.779,0.458,0.806,0.394218647
0.509,0.358,0.68,0.482901929
0.621,0.727,0.69,0.515471834
0.531,0.765,0.452,0.55627559
0.611,0.44,0.424,0.327904331
0.508,0.911,0.553,0.377742734
0.705,0.651,0.927,0.501094424
0.85,0.705,0.839,0.661011798
0.804,0.711,0.763,0.418792889
0.571,0.753,0.384,0.43128945
0.757,0.655,0.917,0.492642922
0.757,0.931,0.724,0.375792072
0.787,0.559,0.52,0.386112104
0.281,0.786,0.441,0.491451991
0.461,0.818,0.721,0.379065078
0.394,0.817,0.622,0.574763764
0.853,0.342,0.771,0.369640298
0.266,0.668,0.324,0.756043974
0.489,0.941,0.38,0.390165375
0.161,0.56,0.3,0.759333407
0.587,0.701,0.273,0.390054495
0.437,0.467,0.495,0.608072869
0.573,0.916,0.871,0.346914052
0.391,0.889,0.399,0.467152895
0.69,0.75,0.905,0.452151273
0.454,0.749,0.374,0.509927846
0.494,0.99,0.657,0.559996222
0.343,0.683,0.295,0.435309868
0.855,0.602,0.809,0.318323498
0.395,0.667,0.322,0.295519225
0.716,0.951,0.703,0.427191005
0.341,0.508,0.626,0.369857951
0.407,0.378,0.118,0.546526383
0.358,0.879,0.335,0.661829023
0.481,0.982,0.0915,0.595777534
0.61,0.833,0.905,0.505118949
0.436,0.965,0.484,0.58326044
0.357,0.533,0.361,0.743062828
0.682,0.858,0.909,0.631788819
0.244,0.916,0.379,0.659582681
0.566,0.88,0.464,0.472343711
0.299,0.648,0.404,0.429162201
0.816,0.493,0.706,0.554953246
0.346,0.262,0.0735,0.536001018
0.586,0.514,0.524,0.460947735
0.246,0.503,0.187,0.605268021
0.656,0.781,0.478,0.535015421
0.503,0.688,0.273,0.501332611
0.645,0.188,0.0748,0.492794868
0.298,0.904,0.622,0.326286308
0.925,0.728,0.667,0.396456775
0.464,0.241,0.416,0.428788495
0.506,0.99,0.479,0.56249307
0.472,0.672,0.227,0.493074121
0.435,0.91,0.308,0.541926926
0.581,0.576,0.861,0.396924934
0.424,0.847,0.607,0.328048064
0.326,0.974,0.698,0.65847799
0.735,0.839,0.834,0.369361045
0.382,0.978,0.577,0.591465543
0.42,0.949,0.594,0.673266066
0.402,0.761,0.942,0.707351329
0.638,0.738,0.513,0.554209941
0.652,0.675,0.815,0.388740365
0.441,0.112,0.284,0.35233484
0.344,0.9,0.831,0.73553943
0.552,0.791,0.698,0.374527221
0.186,0.968,0.637,0.739851421
0.557,0.385,0.148,0.425983647
0.267,0.916,0.322,0.740676859
0.429,0.964,0.525,0.669631674
0.435,0.859,0.702,0.707043329
0.511,0.888,0.385,0.394304887
0.359,0.837,0.529,0.73100568
0.8,0.619,0.75,0.625563125
0.897,0.482,0.7,0.509180434
0.771,0.693,0.525,0.399015223
0.496,0.737,0.786,0.353320438
0.316,0.596,0.563,0.60713655
0.294,0.899,0.433,0.813685028
0.528,0.745,0.784,0.730307548
0.246,0.965,0.6,0.658436924
0.773,0.813,0.707,0.525364774
0.532,0.84,0.755,0.505172336
0.606,0.702,0.632,0.348938634
0.54,0.861,0.323,0.542403298
0.466,0.168,0.0386,0.351152123
0.346,0.958,0.506,0.417630705
0.441,0.938,0.391,0.797369275
0.486,0.902,0.837,0.375902951
0.609,0.917,0.67,0.615785173
0.174,0.939,0.578,0.777476623
0.407,0.969,0.647,0.693577597
0.183,0.952,0.559,0.807282748
0.802,0.81,0.648,0.677590377
0.453,0.947,0.282,0.529906738
0.389,0.612,0.16,0.568160258
0.397,0.993,0.317,0.417926384
0.0629,0.0718,0.0324,0.276172759
0.285,0.945,0.513,0.378334093
0.499,0.857,0.324,0.344864829
0.553,0.539,0.287,0.513324052
0.633,0.689,0.784,0.755620988
0.713,0.81,0.354,0.529779431
0.461,0.686,0.415,0.731420452
0.775,0.611,0.533,0.525660453
0.371,0.843,0.599,0.758828288
0.498,0.728,0.642,0.5256892
0.644,0.507,0.46,0.482729449
0.819,0.699,0.685,0.52565224
0.719,0.62,0.588,0.369574591
0.75,0.864,0.715,0.525631707
0.752,0.695,0.6,0.485172911
0.795,0.708,0.523,0.525648133
0.373,0.278,0.207,0.30751888
0.788,0.764,0.143,0.525598853
0.207,0.256,0.0905,0.516137113
0.44,0.865,0.63,0.769435786
0.605,0.315,0.441,0.45687393
0.759,0.926,0.642,0.492827722
0.656,0.468,0.921,0.473982267
0.794,0.624,0.429,0.525656347
0.188,0.0776,0.0506,0.32532535
0.673,0.916,0.246,0.492741482
0.389,0.71,0.34,0.56570037
0.764,0.824,0.374,0.525697413
0.762,0.599,0.873,0.325974202
0.775,0.437,0.511,0.521549689
0.214,0.955,0.393,0.739186142
0.777,0.623,0.35,0.51745535
0.54,0.556,0.386,0.506601453
0.657,0.969,0.421,0.52565224
0.459,0.891,0.588,0.635862624
0.622,0.506,0.234,0.521623608
0.525,0.904,0.629,0.473275922
0.646,0.921,0.733,0.525582427
0.437,0.995,0.0563,0.656588928
0.802,0.732,0.73,0.521488089
0.569,0.793,0.687,0.574845898
0.812,0.889,0.448,0.529857458
0.427,0.959,0.564,0.451527061
0.516,0.911,0.359,0.51754159
0.606,0.344,0.517,0.33193707
0.812,0.495,0.406,0.517484097
0.262,0.539,0.436,0.358088269
0.759,0.651,0.505,0.525668667
0.663,0.487,0.501,0.584011959
0.806,0.724,0.051,0.513311732
0.581,0.81,0.918,0.669319568
0.705,0.448,0.318,0.5256276
0.556,0.446,0.307,0.394415766
0.763,0.545,0.15,0.521570222
0.71,0.905,0.817,0.815171638
0.826,0.706,0.242,0.533955903
0.504,0.961,0.36,0.616039785
0.734,0.91,0.774,0.523652297
0.708,0.892,0.623,0.443646384
0.886,0.894,0.425,0.52541816
0.739,0.836,0.858,0.492803082
0.985,0.725,0.591,0.525717947
0.823,0.754,0.602,0.416402814
0.908,0.798,0.39,0.492794868
0.432,0.486,0.363,0.322972235
0.836,0.811,0.488,0.52565224
0.573,0.667,0.258,0.558345345
0.687,0.715,0.374,0.52567688
0.698,0.703,0.662,0.764409237
0.684,0.817,0.676,0.513200853
0.633,0.649,0.488,0.624047769
0.797,0.404,0.564,0.525697413
0.64,0.873,0.573,0.443079665
0.766,0.715,0.205,0.525594747
0.681,0.399,0.787,0.513114613
0.693,0.828,0.126,0.525631707
0.486,0.475,0.457,0.30915333
0.856,0.387,0.188,0.525594747
0.472,0.532,0.394,0.388181859
0.706,0.878,0.676,0.52563992
0.612,0.846,0.797,0.713786462
0.741,0.769,0.684,0.521504515
0.488,0.478,0.371,0.630244716
0.574,0.26,0.172,0.455420173
0.319,0.173,0.203,0.517985109
0.565,0.713,0.739,0.69067419
0.495,0.555,0.342,0.305141125
0.498,0.776,0.64,0.690415471
0.921,0.266,0.761,0.505295536
0.861,0.634,0.63,0.538046134
0.362,0.532,0.251,0.799915403
0.703,0.791,0.701,0.431133397
0.341,0.527,0.141,0.668522876
0.745,0.56,0.358,0.463998982
0.61,0.684,0.619,0.3399122
0.794,0.658,0.674,0.575075871
0.639,0.43,0.39,0.443502651
0.719,0.452,0.744,0.534662248
0.27,0.922,0.636,0.325777082
0.293,0.201,0.333,0.85409865
0.733,0.611,0.22,0.492827722
0.938,0.695,0.508,0.454069082
0.534,0.701,0.671,0.456656277
0.634,0.771,0.649,0.714234088
0.233,0.982,0.181,0.654194746
0.641,0.888,0.743,0.673532999
0.35,0.411,0.163,0.737884332
0.289,0.604,0.272,0.729083764
0.446,0.119,0.227,0.522564033
0.824,0.619,0.335,0.45997035
0.473,0.874,0.444,0.498856296
0.687,0.533,0.1,0.484544592
0.627,0.469,0.367,0.441400042
0.683,0.656,0.53,0.312171724
0.472,0.909,0.278,0.538181654
0.538,0.218,0.106,0.533697183
0.487,0.835,0.311,0.54991027
0.531,0.906,0.494,0.526251812
0.515,0.984,0.376,0.616031572
0.589,0.414,0.648,0.444948195
0.694,0.651,0.704,0.385561811
0.521,0.961,0.188,0.526067012
0.776,0.88,0.96,0.534013396
0.466,0.745,0.256,0.525865786
0.611,0.793,0.824,0.501053358
0.535,0.81,0.437,0.541947459
0.853,0.435,0.652,0.45174882
0.687,0.429,0.578,0.697639082
0.401,0.98,0.317,0.423421093
0.454,0.864,0.133,0.558176972
0.67,0.626,0.205,0.673430333
0.519,0.779,0.234,0.525631707
0.777,0.512,0.692,0.508769768
0.57,0.778,0.764,0.706456077
0.356,0.966,0.215,0.71452566
0.842,0.576,0.794,0.574956777
0.624,0.473,0.46,0.697688362
0.516,0.942,0.472,0.379845343
0.667,0.859,0.865,0.43116625
0.509,0.54,0.186,0.410862932
0.561,0.316,0.617,0.358400375
0.526,0.469,0.0355,0.492942708
0.658,0.57,0.962,0.701035289
0.458,0.928,0.746,0.575539923
0.318,0.91,0.365,0.379348438
0.421,0.723,0.443,0.322672449
0.606,0.353,0.179,0.575166217
0.628,0.973,0.159,0.566722928
0.501,0.541,0.407,0.385787678
0.898,0.887,0.156,0.410710986
0.484,0.936,0.811,0.644679619
0.667,0.535,0.444,0.541606607
0.609,0.844,0.433,0.575268883
0.649,0.998,0.0643,0.532112013
0.463,0.368,0.75,0.583038681
0.541,0.981,0.19,0.558657451
0.573,0.856,0.687,0.821134505
0.708,0.923,0.585,0.554127807
0.788,0.773,0.584,0.303802355
0.597,0.82,0.0808,0.69852612
0.539,0.903,0.693,0.554924499
0.678,0.981,0.874,0.410595999
0.771,0.377,0.367,0.579235915
0.726,0.689,0.619,0.492872895
0.714,0.801,0.658,0.45188434
0.823,0.46,0.846,0.533319371
0.529,0.984,0.696,0.427104765
0.593,0.938,0.64,0.517767456
0.693,0.795,0.752,0.402358043
0.605,0.893,0.367,0.492651135
0.558,0.867,0.72,0.312179937
0.825,0.999,0.0409,0.416181054
0.725,0.662,0.814,0.505073776
0.661,0.694,0.364,0.373438957
0.539,0.838,0.185,0.390259828
0.496,0.983,0.11,0.570599613
0.534,0.536,0.306,0.590254079
0.918,0.788,0.296,0.582525348
0.532,0.597,0.666,0.305486085
0.626,0.348,0.239,0.558164652
0.799,0.556,0.892,0.537943468
0.515,0.419,0.151,0.714726887
0.637,0.916,0.506,0.472212298
0.561,0.418,0.14,0.52566456
0.681,0.866,0.885,0.59312874
0.36,0.798,0.317,0.66528683
0.445,0.851,0.404,0.705380133
0.571,0.856,0.0575,0.55451794
0.69,0.805,0.799,0.524863762
0.487,0.979,0.417,0.706443757
0.64,0.912,0.446,0.398349945
0.633,0.768,0.907,0.361398235
0.565,0.931,0.592,0.431223743
0.548,0.835,0.18,0.714570834
0.609,0.807,0.203,0.517052898
0.543,0.423,0.301,0.689815899
0.805,0.545,0.965,0.437687623
0.688,0.547,0.633,0.509131154
0.767,0.622,0.763,0.455526946
0.468,0.989,0.115,0.359303839
0.471,0.484,0.236,0.30792544
0.473,0.645,0.494,0.607715589
0.741,0.854,0.963,0.475937037
0.831,0.908,0.898,0.447646269
0.801,0.674,0.875,0.513369226
0.686,0.695,0.586,0.525570107
0.533,0.783,0.702,0.451317621
0.799,0.503,0.793,0.336750073
0.629,0.737,0.341,0.35755851
0.801,0.588,0.74,0.525705627
0.898,0.672,0.882,0.386062824
0.815,0.506,0.167,0.295699918
0.544,0.73,0.678,0.563162455
0.512,0.921,0.454,0.57070228
0.532,0.38,0.409,0.499451761
0.75,0.901,0.463,0.558509612
0.369,0.868,0.76,0.681791489
0.8,0.952,0.24,0.759719433
0.532,0.509,0.279,0.542345805
0.471,0.749,0.42,0.698361854
0.693,0.947,0.91,0.472224618
0.743,0.604,0.702,0.390029855
0.756,0.903,0.663,0.435708214
0.523,0.969,0.531,0.455896545
0.202,0.733,0.0728,0.485476804
0.711,0.726,0.856,0.52583704
0.359,0.779,0.582,0.357078031
0.693,0.932,0.153,0.698131881
0.579,0.809,0.258,0.365451507
0.659,1,0.0255,0.677586271
0.782,0.455,0.585,0.410768479
0.566,0.983,0.167,0.431293556
0.572,0.969,0.568,0.558571212
0.743,0.751,0.195,0.616093172
0.612,0.666,0.788,0.608048229
0.653,0.677,0.444,0.541959779
0.641,0.724,0.748,0.369480138
0.662,0.818,0.734,0.533865556
0.28,0.911,0.607,0.548086913
0.579,0.462,0.412,0.55789772
0.707,0.885,0.405,0.379598944
0.715,0.962,0.551,0.546148571
0.516,0.26,0.338,0.53667451
0.848,0.551,0.583,0.516905058
0.664,0.898,0.917,0.648470065
0.819,0.769,0.931,0.472204084
0.602,0.52,0.523,0.623850649
0.781,0.563,0.967,0.521229369
0.578,0.438,0.79,0.365833426
0.663,0.897,0.204,0.52567688
0.797,0.659,0.25,0.763620758
0.489,0.976,0.142,0.58313724
0.71,0.674,0.7,0.509361127
0.547,0.972,0.161,0.558431585
0.769,0.793,0.915,0.419215875
0.576,0.994,0.138,0.718681598
0.559,0.939,0.824,0.615912479
0.692,0.969,0.34,0.632671751
0.711,0.945,0.577,0.492889321
0.557,0.855,0.369,0.533906623
0.484,0.953,0.526,0.634289774
0.581,0.528,0.206,0.550538588
0.471,0.954,0.449,0.480273668
0.671,0.325,0.332,0.381586566
0.689,0.793,0.506,0.504622044
0.391,0.891,0.629,0.398690797
0.755,0.901,0.959,0.595637908
0.642,0.963,0.73,0.503886952
0.581,0.959,0.731,0.513204959
0.741,0.553,0.508,0.369586911
0.574,0.481,0.228,0.335029383
0.281,0.923,0.0719,0.309724156
0.329,0.0102,0.0684,0.543080897
0.944,0.418,0.575,0.402826202
0.539,0.521,0.127,0.410657599
0.862,0.392,0.714,0.476553035
0.329,0.993,0.378,0.478265512
0.505,0.862,0.413,0.549844563
0.775,0.451,0.559,0.381861712
0.798,0.907,0.892,0.53378753
0.62,0.746,0.191,0.568583244
0.719,0.937,0.511,0.492844148
0.724,0.907,0.962,0.570891186
0.317,0.766,0.0957,0.657369193
0.643,0.679,0.545,0.464734073
0.676,0.932,0.503,0.436040853
0.262,0.993,0.279,0.820982559
0.805,0.947,0.806,0.492868788
0.78,0.657,0.788,0.388851245
0.644,0.326,0.407,0.509451474
0.474,0.663,0.141,0.361648741
0.616,0.852,0.592,0.437190717
0.422,0.351,0.168,0.543380683
0.791,0.544,0.41,0.427129405
0.576,0.347,0.85,0.471785205
0.729,0.855,0.861,0.533771103
0.6,0.889,0.647,0.426197194
0.385,0.966,0.607,0.707256876
0.791,0.675,0.698,0.615916586
0.705,0.589,0.664,0.73898081
0.58,0.914,0.828,0.599489953
0.678,0.856,0.33,0.455436599
0.551,0.557,0.93,0.643944527
0.425,0.917,0.725,0.733851594
0.819,0.825,0.939,0.435256481
0.591,0.648,0.116,0.492798975
0.427,0.388,0.139,0.502137516
0.414,0.849,0.593,0.513110506
0.675,0.978,0.32,0.455945825
0.628,0.643,0.389,0.397676453
0.277,0.182,0.0357,0.394272033
0.624,0.655,0.901,0.5929809
0.727,0.542,0.558,0.493033054
0.598,0.402,0.225,0.390206442
0.658,0.856,0.376,0.492737375
0.627,0.822,0.538,0.328614783
0.483,0.825,0.346,0.787123163
0.387,0.828,0.306,0.664958297
0.759,0.765,0.753,0.472298538
0.833,0.624,0.958,0.444714115
0.165,0.189,0.0326,0.321087279
0.64,0.957,0.692,0.554365994
0.727,0.717,0.264,0.546099291
0.807,0.676,0.928,0.542197966
0.187,0.0173,0.0389,0.329711261
0.548,0.647,0.356,0.316385155
0.58,0.501,0.039,0.521438809
0.429,0.889,0.735,0.690238884
0.243,0.726,0.56,0.444040623
0.663,0.91,0.342,0.595436681
0.398,0.15,0.135,0.55133528
0.663,0.756,0.804,0.509180434
0.57,0.896,0.0397,0.566718821
0.389,0.117,0.106,0.377861827
0.406,0.535,0.797,0.558521932
0.659,0.664,0.708,0.492729162
0.675,0.983,0.53,0.554476873
0.79,0.731,0.938,0.523200565
0.263,0.066,0.0674,0.310915087
0.283,0.957,0.431,0.451843273
0.236,0.294,0.0439,0.34773949
0.879,0.47,0.514,0.410608319
0.148,0.061,0.0347,0.348786688
0.48,0.814,0.892,0.567741379
0.807,0.421,0.0566,0.517488204
0.702,0.673,0.755,0.665615362
0.786,0.669,0.183,0.5256276
0.717,0.46,0.0961,0.455810305
0.57,0.856,0.696,0.608064655
0.856,0.663,0.465,0.558550678
0.267,0.121,0.0344,0.388974444
0.45,0.393,0.138,0.311999244
0.136,0.0844,0.0322,0.361102556
0.151,0.125,0.29,0.619333325
0.762,0.869,0.405,0.479674096
