acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.993,['Perchicot'],0.592,180400,0.408,0,1CZkVPFUK7wO1sMOlBHxJr,1.54E-06,10,0.413,-11.585,0,C'est La Mode Et Voila Tout,0,1922,0.271,81.126,0.766,1922
0.992,['Perchicot'],0.55,177400,0.31,0,1FnTOwM5cW5N9wzCWziLKC,0,10,0.204,-15.423,0,La Ronde De Nuit,0,1922,0.168,125.829,0.568,1922
0.996,['Ignacio Corsini'],0.482,145627,0.0283,0,1HJRj2XztAhgO7dLBw6b7s,0.77,0,0.0989,-23.414,0,El Patotero Sentimental - Remasterizado,0,1922-03-29,0.0732,77.642,0.33,1922
0.974,['Ignacio Corsini'],0.273,168107,0.318,0,1KLKkACG16o5crQPiaF1Tz,0.163,6,0.778,-18.597,1,Tus Suspiros - Remasterizado,0,1922-03-29,0.0694,74.542,0.414,1922
0.993,['Ignacio Corsini'],0.373,194200,0.244,0,1KgBLlvPR6BxDyBNDtCUP0,0.0478,8,0.214,-22.711,1,Ojos Funestos - Remasterizado,0,1922-03-21,0.0538,115.51,0.623,1922
0.7,['Fernando Pessoa'],0.717,99800,0.202,0,1KxCqUwjiAHw7W0IIrRUwP,0,5,0.294,-22.807,1,Capítulo 2.20 - Banquero Anarquista,0,1922-06-01,0.967,81.64,0.683,1922
0.996,['Ignacio Corsini'],0.462,171013,0.119,0,1PGLk4jyXA8oWTBtMyYlwX,0.88,4,0.0773,-20.938,0,El Huerfano - Remasterizado,0,1922-03-21,0.0793,122.895,0.407,1922
0.995,['Maurice Chevalier'],0.532,204773,0.375,0,1QDTYyfndMN9SDtRKDv9XO,1.22E-06,7,0.276,-13.321,1,Pas Pour Moi,0,1922,0.298,80.379,0.508,1922
0.679,['Fernando Pessoa'],0.717,105500,0.242,0,1V5PoYJVCYMHPWAZHxk6IA,0,0,0.318,-23.287,1,Capítulo 1.16 - Banquero Anarquista,0,1922-06-01,0.947,119.533,0.565,1922
0.992,['Ignacio Corsini'],0.458,141440,0.178,0,1VuFIir7DL0mc6bppGMa3r,0.817,8,0.413,-18.754,1,La Canción del Cabaret - Remasterizado,0,1922-03-29,0.0614,69.128,0.286,1922
0.994,['Dréan'],0.52,164600,0.262,0,1ZYRk4U7EuJwdRZNHpEBIz,0.000852,11,0.227,-12.619,0,Éléonore,0,1922,0.132,69.125,0.575,1922
0.989,['Mistinguett'],0.427,223440,0.18,0,1b8HZQCqcqwbzlA1jRTp6E,0,10,0.128,-15.375,1,En Douce,0,1922,0.067,78.459,0.431,1922
0.817,['Fernando Pessoa'],0.721,97600,0.127,0,1g7vO6aQ6NI5EcjzYs3RGf,0,0,0.178,-23.639,1,Capítulo 1.13 - Banquero Anarquista,0,1922-06-01,0.95,118.159,0.628,1922
0.996,['Victor Boucher'],0.457,145400,0.193,0,1lia44teZBfbv0PnPkc5dK,0.348,4,0.0809,-16.816,1,Machinalement,0,1922,0.0655,177.097,0.671,1922
0.769,['Fernando Pessoa'],0.729,106000,0.211,0,1pGBOfY0PvpArBZT7GaUVK,0,10,0.556,-22.143,1,Capítulo 2.19 - Banquero Anarquista,0,1922-06-01,0.957,110.862,0.728,1922
0.619,['Fernando Pessoa'],0.741,101500,0.213,0,1qQeEBayDNySHIiYmvQge0,0,5,0.534,-22.053,1,Capítulo 2.12 - Banquero Anarquista,0,1922-06-01,0.962,93.515,0.719,1922
0.563,['Fernando Pessoa'],0.685,142700,0.257,0,1tKqAvRoP2RQfxftl4hVJT,0,5,0.112,-19.934,1,Capítulo 2.21 - Banquero Anarquista,0,1922-06-01,0.955,98.142,0.642,1922
0.626,['Jim Chapman'],0.491,111256,0.439,0,1v0HtSUeQOu3ba28pvYE5y,0,4,0.321,-11.356,0,Chicago (That Toddlin' Town),0,1922,0.105,180.653,0.792,1922
0.995,['Ignacio Corsini'],0.236,169853,0.124,0,213QIyv1KZIeGg7oXAMbah,0.981,1,0.149,-22.971,1,Mi Guitarra - Remasterizado,0,1922-03-29,0.0515,71.524,0.409,1922
0.995,['Ignacio Corsini'],0.43,138587,0.168,0,21yni4TcBS35MlxLjzV51t,0.928,7,0.246,-19.558,1,Practicante - Remasterizado,0,1922-03-29,0.0622,58.863,0.437,1922
0.995,['Ignacio Corsini'],0.545,180253,0.268,0,2B9d7LBGJvQEKiLEAexCOP,0.92,1,0.112,-23.029,1,Toda Alma - Remasterizado,0,1922-03-21,0.191,126.614,0.648,1922
0.991,['Adolphe Bérard'],0.467,156960,0.328,0,2BVWvGSdgUZtC2La5P3Jtv,1.57E-05,7,0.0705,-13.227,1,L'amour Au Clair De Lune,0,1922,0.0354,87.132,0.701,1922
0.996,['Ignacio Corsini'],0.484,155093,0.0558,0,2Be2FRskn33cqPyeSdTqFd,0.278,8,0.202,-25.33,0,No Me Olvides - Remasterizado,0,1922-03-21,0.0575,99.555,0.636,1922
0.813,['Fernando Pessoa'],0.673,96100,0.237,0,2EapOmGwqUQrmHCP4LrsZi,0,5,0.234,-20.978,1,Capítulo 2.7 - Banquero Anarquista,0,1922-06-01,0.962,96.594,0.544,1922
0.981,['Ignacio Corsini'],0.218,151040,0.394,0,2MHbLEapczIltPOYYEzQtE,0.301,10,0.505,-19.492,0,Como una Flor - Remasterizado,0,1922-03-21,0.0388,82.287,0.749,1922
0.683,['Fernando Pessoa'],0.751,96300,0.173,0,2PF5orWaMQK4N1DwZJ20J8,0,5,0.128,-25.234,1,Capítulo 1.12 - Banquero Anarquista,0,1922-06-01,0.951,95.599,0.594,1922
0.926,['Uli'],0.634,87040,0.00399,0,2SiNuAZ6jIU9xhClRKXcST,0.919,5,0.105,-29.973,0,Sketch,0,1922-02-22,0.0377,79.895,0.396,1922
0.99,['Ignacio Corsini'],0.543,130987,0.424,0,2UU5t5j325ofKGcg7oUQNh,0.0379,5,0.861,-18.425,1,Sin Amor - Remasterizado,0,1922-03-21,0.269,68.567,0.659,1922
0.581,['Fernando Pessoa'],0.715,101500,0.204,0,2bKTO2M7es2IGg7qYqlvM7,0,1,0.169,-23.646,1,Capítulo 1.8 - Banquero Anarquista,0,1922-06-01,0.943,107.77,0.565,1922
0.994,['Ignacio Corsini'],0.36,153133,0.0954,0,2cK20o1IdLmUIC4NoPWzOt,0.726,0,0.107,-24.17,0,Flor Marchita - Remasterizado,0,1922-03-29,0.064,76.3,0.344,1922
0.596,['Fernando Pessoa'],0.721,95700,0.218,0,2lC5U846P7bQQPPHzOQpDh,0,0,0.426,-22.449,1,Capítulo 2.13 - Banquero Anarquista,0,1922-06-01,0.941,116.438,0.557,1922
0.643,['Fernando Pessoa'],0.721,116200,0.196,0,2u7t2vcrLxKp69Um0MDEs2,0,8,0.226,-23.698,1,Capítulo 1.14 - Banquero Anarquista,0,1922-06-01,0.939,118.9,0.587,1922
0.831,['Fernando Pessoa'],0.625,102000,0.187,0,2vOhKgXKFpej7mv3mOwoF4,0,10,0.424,-24.686,1,Capítulo 1.21 - Banquero Anarquista,0,1922-06-01,0.963,76.537,0.576,1922
0.623,['Fernando Pessoa'],0.732,97600,0.176,0,2vSAIArCi0f9b9Ll612hFK,0,0,0.442,-21.808,1,Capítulo 2.4 - Banquero Anarquista,0,1922-06-01,0.966,76.708,0.771,1922
0.658,['Fernando Pessoa'],0.827,95200,0.258,0,2wWS5DZYc50AzbiXC57vGt,0,5,0.316,-21.896,1,Capítulo 2.14 - Banquero Anarquista,0,1922-06-01,0.956,41.694,0.73,1922
0.666,['Fernando Pessoa'],0.735,106000,0.244,0,3FBXaR512ufrrickKCasRN,0,10,0.253,-22.252,1,Capítulo 1.7 - Banquero Anarquista,0,1922-06-01,0.956,85.079,0.618,1922
0.73,['Fernando Pessoa'],0.619,106900,0.173,0,3FfL0WRdyrEFPlPvmqj2lJ,0,0,0.145,-23.13,1,Capítulo 1.9 - Banquero Anarquista,0,1922-06-01,0.967,181.485,0.653,1922
0.593,['Fernando Pessoa'],0.768,99900,0.232,0,3QkuxlHi5RXa2YBr6S52n3,0,7,0.304,-21.678,0,Capítulo 2.9 - Banquero Anarquista,0,1922-06-01,0.962,64.433,0.591,1922
0.995,['Ignacio Corsini'],0.431,183720,0.2,0,3ROtnqCtqrMbaDkivZyV5n,0.821,5,0.139,-23.557,0,Entrerriana - Remasterizado,0,1922-03-21,0.0322,108.65,0.543,1922
0.996,['Ignacio Corsini'],0.564,159800,0.053,0,3XxlglpLYkpZIfU1c1C5e4,0.927,6,0.117,-25.041,0,Pobre Cotorro - Remasterizado,0,1922-03-21,0.127,140.216,0.407,1922
0.992,['Adolphe Bérard'],0.497,176000,0.218,0,3aynsWyvRwa1r5ekqaWxD3,0,4,0.311,-13.547,1,Mirage,0,1922,0.0345,88.412,0.56,1922
0.996,['Ignacio Corsini'],0.527,177773,0.142,0,3c8AbdpLH4SSbTHsN71XDN,0.907,8,0.113,-20.701,0,Un Placer - Remasterizado,0,1922-03-21,0.0612,126.702,0.896,1922
0.979,['Georgius'],0.564,187040,0.433,0,3d8zXYhG3sFx4uL9vv8IRu,3.74E-06,2,0.226,-14.619,0,Le Tango Neurasthénique,0,1922,0.356,72.003,0.601,1922
0.748,['Fernando Pessoa'],0.695,99000,0.186,0,3f9p4JTCiipdjDtKGZHqP4,0,7,0.289,-21.822,1,Capítulo 2.17 - Banquero Anarquista,0,1922-06-01,0.957,138.487,0.598,1922
0.642,['Fernando Pessoa'],0.702,106800,0.2,0,3fKqEoaJZODF7Xhh7qH4Wv,0,7,0.36,-22.999,1,Capítulo 2.10 - Banquero Anarquista,0,1922-06-01,0.961,81.152,0.773,1922
0.591,['Fernando Pessoa'],0.773,108200,0.155,0,3rcerSJNOkfgB9CELqcRHL,0,9,0.13,-24.523,0,Capítulo 1.5 - Banquero Anarquista,0,1922-06-01,0.963,52.032,0.494,1922
0.757,['Fernando Pessoa'],0.646,96400,0.26,0,41UwGhrmaTNXguHZjRkZbC,0,9,0.226,-23.14,0,Capítulo 2.2 - Banquero Anarquista,0,1922-06-01,0.963,162.698,0.656,1922
0.676,['Fernando Pessoa'],0.78,109400,0.18,0,41sGC22d62AApd4dbiwhfr,0,1,0.63,-23.253,0,Capítulo 2.11 - Banquero Anarquista,0,1922-06-01,0.963,58.554,0.788,1922
0.996,['Ignacio Corsini'],0.53,183027,0.147,0,450NWyAOOQ4cOPrp7ZRp13,0.894,9,0.114,-22.26,1,Pobre Madrecita - Remasterizado,0,1922-03-29,0.0663,69.451,0.552,1922
0.993,['Ignacio Corsini'],0.388,160267,0.202,0,45QQGQZMPaVxlg0edajDgk,0.917,8,0.111,-26.173,1,Primera Ilusión - Remasterizado,0,1922-03-21,0.0517,181.105,0.83,1922
0.482,['Fernando Pessoa'],0.634,114300,0.237,0,45u40aoKGpIanpGW3ZTqMU,0,9,0.152,-21.09,0,Capítulo 1.1 - Banquero Anarquista,0,1922-06-01,0.961,169.956,0.634,1922
0.987,['Félix Mayol'],0.716,151573,0.301,0,4CjnVzvSu86vqI5gY8SjPx,0,5,0.277,-14.07,1,Elle Vendait Des P'tits Gateaux,0,1922,0.105,129.153,0.969,1922
0.52,['Fernando Pessoa'],0.714,97200,0.219,0,4FCWuuqM851ACz8p1b41fi,0,9,0.222,-21.185,0,Capítulo 2.23 - Banquero Anarquista,0,1922-06-01,0.954,110.822,0.54,1922
0.996,['Ignacio Corsini'],0.541,161080,0.161,0,4RR5RKLA2vTQxkWrMIeHem,0.907,3,0.129,-21.25,1,Cap Polonio - Remasterizado,0,1922-03-21,0.094,143.105,0.708,1922
0.995,['Fortugé'],0.554,183840,0.204,0,4iy1fsAHBgR2STJjPDhjY2,1.24E-06,7,0.153,-14.764,1,Mes Parents Sont Venus Me Chercher,0,1922,0.0598,97.337,0.62,1922
0.334,['Fernando Pessoa'],0.677,100600,0.314,0,4m7uJS9VZlVnUG8oI1o0wx,0,0,0.603,-20.417,1,Capítulo 2.22 - Banquero Anarquista,0,1922-06-01,0.963,74.906,0.486,1922
0.994,['Ignacio Corsini'],0.442,174453,0.177,0,4sAPfFxCxKIF571z6JwL4r,0.000896,9,0.491,-19.632,1,De Mil Amores - Remasterizado,0,1922-03-29,0.0571,128.395,0.562,1922
0.996,['Ignacio Corsini'],0.45,190653,0.0522,0,4vRhdBugLI9JQGsx3UfrAt,0.929,1,0.158,-29.357,0,Cachonguita - Remasterizado,0,1922-03-21,0.0583,72.401,0.413,1922
0.199,['Uli'],0.657,40000,0.325,0,4vV7uBcF2AnjNTOejBS5oL,0.856,10,0.0931,-14.319,0,L'enfer,0,1922-02-22,0.254,81.944,0.105,1922
0.996,['Ignacio Corsini'],0.493,155653,0.0763,0,4xDAzKsPZg7kMOhsnXHOO7,0.909,4,0.169,-25.843,1,Metejón - Remasterizado,0,1922-03-29,0.0612,75.313,0.683,1922
0.649,['Fernando Pessoa'],0.736,95000,0.216,0,4yfqwU24XlVWLJTaBD3qQW,0,2,0.465,-26.027,0,Capítulo 1.17 - Banquero Anarquista,0,1922-06-01,0.959,80.642,0.492,1922
0.532,['Fernando Pessoa'],0.723,98600,0.22,0,553V3FZf6yTv89rweIPLHs,0,1,0.136,-23.012,1,Capítulo 1.3 - Banquero Anarquista,0,1922-06-01,0.932,119.519,0.595,1922
0.996,['Ignacio Corsini'],0.53,164653,0.0468,0,56GdrUlLtRUtcF4afPH40o,0.937,3,0.0982,-24.856,0,Remembranza - Remasterizado,0,1922-03-29,0.0853,129.602,0.42,1922
0.144,['Uli'],0.644,104400,0.684,0,598LlBn6jpEpVbLjmZPsYV,0.802,7,0.0847,-8.247,1,Graphite,0,1922-02-22,0.199,100.031,0.138,1922
0.525,['Fernando Pessoa'],0.632,98500,0.217,0,5CHSAhLggPpOYK5mpw8upO,0,0,0.149,-22.671,1,Capítulo 2.24 - Banquero Anarquista,0,1922-06-01,0.963,167.268,0.605,1922
0.845,['Fernando Pessoa'],0.62,99200,0.187,0,5IlNHZg8dNQTT6hCZ0Ax28,0,5,0.138,-24.169,1,Capítulo 1.24 - Banquero Anarquista,0,1922-06-01,0.962,176.485,0.729,1922
0.984,['Georgius'],0.625,192933,0.35,0,5P35CyOEQiMqf8Hd6Pty5p,0,10,0.0988,-15.916,1,Méfiez Vous D'anatole,0,1922,0.312,81.567,0.808,1922
0.995,['Ignacio Corsini'],0.43,151027,0.155,0,5PJCXNLtJSB3XerASHg7eA,0.952,1,0.202,-26.685,0,Ensueño de Oro - Remasterizado,0,1922-03-29,0.116,96.58,0.564,1922
0.5,['Fernando Pessoa'],0.714,108400,0.2,0,5WQcloalnv2qA55iMcsxve,0,5,0.246,-22.017,1,Capítulo 2.5 - Banquero Anarquista,0,1922-06-01,0.965,88.307,0.589,1922
0.865,['Fernando Pessoa'],0.661,117900,0.225,0,5ZQdHBQwtS0iKSyRmFg7hB,0,2,0.239,-23.33,0,Capítulo 1.26 & Capítulo 2.1 - Banquero Anarquista,0,1922-06-01,0.966,86.89,0.692,1922
0.728,['Fernando Pessoa'],0.718,100700,0.221,0,5cIke4L8FPFzxkFlFYrMMD,0,0,0.152,-24.788,1,Capítulo 1.11 - Banquero Anarquista,0,1922-06-01,0.949,121.225,0.538,1922
0.996,['Ignacio Corsini'],0.366,159800,0.0749,0,5cUFFY2Atw4QeFitueQCt2,0.924,7,0.117,-26.34,1,El Huerfano - Remasterizado,0,1922-03-29,0.0806,90.969,0.515,1922
0.995,['Mistinguett'],0.511,208267,0.206,0,5d5gQxHwYovxR5pqETOIAa,0,0,0.418,-15.514,1,J'en Ai Marre,0,1922,0.0592,70.443,0.481,1922
0.995,['Ignacio Corsini'],0.496,139760,0.158,0,5kAxzo7Dog9Buovp3xXVO7,0.638,8,0.206,-18.494,1,Nostalgia - Remasterizado,0,1922-03-29,0.0423,79.871,0.347,1922
0.98,['Ignacio Corsini'],0.422,179813,0.561,0,5wfVO3v2ZiWmQvJuRgJANe,3.41E-06,5,0.966,-18.573,0,Monigote - Remasterizado,0,1922-03-21,0.461,121.542,0.528,1922
0.996,['Ignacio Corsini'],0.493,158587,0.0997,0,5wg1nnx7c2kri8kx5xlCFH,0.481,5,0.192,-23.446,1,El Beso de la Muerte - Remasterizado,0,1922-03-21,0.0607,127.023,0.587,1922
0.996,['Jeanne Saint Bonnet'],0.656,120760,0.283,0,63IcPgVIW0PWeJTaIY7GCu,0.00597,4,0.155,-14.113,1,Le Petit Amant,0,1922,0.191,126.085,0.67,1922
0.985,['Ignacio Corsini'],0.313,186200,0.102,0,69mWzKmxFFwIAJS8nzcCgO,0.97,10,0.102,-30.026,0,Recuerdo Criollo - Remasterizado,0,1922-03-29,0.0436,67.575,0.312,1922
0.98,['Ignacio Corsini'],0.425,178373,0.308,0,6E4t6Sor5rWOLQDCAdI0vN,0,1,0.631,-21.085,0,Despedida - Remasterizado,0,1922-03-29,0.0534,64.738,0.509,1922
0.474,['Uli'],0.651,172803,0.574,0,6MD9XSLD4VmVI5SFRPm6By,0.713,10,0.0597,-11.999,0,Car Loans,0,1922-02-22,0.104,99.878,0.412,1922
0.727,['Fernando Pessoa'],0.657,95100,0.181,0,6UrbwimNzaLdtD86mpIKRa,0,7,0.456,-24.188,0,Capítulo 1.4 - Banquero Anarquista,0,1922-06-01,0.963,93.335,0.538,1922
0.992,['Ignacio Corsini'],0.323,164320,0.106,0,6eew1OP57TeUDUMcjYE6A0,0.918,8,0.182,-25.138,1,La Muchacha - Remasterizado,0,1922-03-29,0.0483,71.432,0.255,1922
0.995,['Ignacio Corsini'],0.476,155253,0.131,0,6qXSeW8iUiHpbgRiqQO3aJ,0.929,2,0.102,-29.575,0,Pobre Gaucho - Remasterizado,0,1922-03-29,0.0523,69.409,0.635,1922
0.993,['Ignacio Corsini'],0.357,172800,0.244,0,6tl1bsB5SXbsLjOndGiM7Q,0.0455,1,0.274,-21.2,1,El Poder de Tus Ojos - Remasterizado,0,1922-03-21,0.0478,72.51,0.559,1922
0.872,['Fernando Pessoa'],0.728,127600,0.162,0,71uB09gmVxuvPAC58e3Sub,0,5,0.176,-23.956,0,Capítulo 1.25 - Banquero Anarquista,0,1922-06-01,0.965,83.11,0.734,1922
0.716,['Fernando Pessoa'],0.769,95300,0.205,0,71yYnLlqCTFGWt5ngD9ran,0,5,0.362,-22.656,0,Capítulo 2.6 - Banquero Anarquista,0,1922-06-01,0.965,58.187,0.611,1922
0.653,['Fernando Pessoa'],0.646,101100,0.189,0,7C1flDj1663TYWAZEc5koB,0,2,0.284,-24.744,0,Capítulo 1.15 - Banquero Anarquista,0,1922-06-01,0.964,77.558,0.5,1922
0.693,['Fernando Pessoa'],0.757,104900,0.217,0,7Iw8kyznP3k7593uAZ9mWi,0,0,0.208,-24.84,1,Capítulo 1.20 - Banquero Anarquista,0,1922-06-01,0.959,84.532,0.5,1922
0.647,['Fernando Pessoa'],0.755,105800,0.152,0,7LzNrzedyuLV7qh3Q2m1QQ,0,0,0.134,-24.274,1,Capítulo 1.6 - Banquero Anarquista,0,1922-06-01,0.962,78.263,0.487,1922
0.672,['Fernando Pessoa'],0.69,102700,0.177,0,7kFLV07SflDhEmpH2onfVr,0,5,0.272,-22.527,1,Capítulo 2.18 - Banquero Anarquista,0,1922-06-01,0.959,141.588,0.683,1922
0.995,['Ignacio Corsini'],0.564,158573,0.178,0,7mFmbNkbJjrvDMukkza3OF,0.921,9,0.112,-26.435,1,Pobre China - Remasterizado,0,1922-03-21,0.0432,60.422,0.706,1922
0.994,['Fortugé'],0.537,165200,0.153,0,7p94hrYktZStgIu6TCj3cZ,0,8,0.419,-15.217,1,Antoine,0,1922,0.0898,129.134,0.558,1922
0.796,['Fernando Pessoa'],0.738,104900,0.19,0,7qZgukGp84vuPKrxzM3J4T,0,5,0.146,-23.999,1,Capítulo 1.19 - Banquero Anarquista,0,1922-06-01,0.963,74.859,0.641,1922
0.711,['Fernando Pessoa'],0.723,96500,0.221,0,7svwanLaFaRLh3EwgYy2jl,0,9,0.218,-21.736,0,Capítulo 2.15 - Banquero Anarquista,0,1922-06-01,0.957,108.419,0.693,1922
0.995,['Georgius'],0.528,187733,0.343,0,7yWdEDmuqweoRkhZeftRtR,0,0,0.385,-14.963,0,Sur La Pointe Des Pieds,0,1922,0.315,83.2,0.634,1922
0.996,['Bessie Smith'],0.614,177133,0.0423,0,2wAfHM7Whz67VFbdanhZlk,0.00293,4,0.183,-12.033,1,Nobody Knows You When You're Down and Out,41,1923,0.0535,89.822,0.211,1923
0.984,"['Louis Armstrong', 'Earl Hines']",0.831,161933,0.262,0,3eMrYc092k7SIJfWJ7oasR,0.912,8,0.204,-12.386,1,Weather Bird,37,1923,0.0942,104.606,0.901,1923
0.996,['Bessie Smith'],0.537,206600,0.0443,0,2AZgaYZSwUosJD71J2N2Zo,0.000265,3,0.152,-16.474,0,'Tain't Nobody's Bizness If I Do,29,1923,0.0343,80.468,0.137,1923
0.986,['Bessie Smith'],0.771,201480,0.0905,0,0V1iYWPXCBTaB6dhbiprGF,0.000141,3,0.152,-7.788,1,Send Me to the 'Lectric Chair,25,1923,0.0613,87.571,0.601,1923
0.992,['Bessie Smith'],0.693,167640,0.027,0,6qRvnXftofjYJm1Mg98UWL,0,0,0.134,-13.506,0,Need a Little Sugar in My Bowl,26,1923,0.0562,75.749,0.402,1923
0.995,['Bessie Smith'],0.525,187960,0.232,0,6sOKopKyVWwEJKh8zztYp5,0.0181,8,0.461,-7.649,1,Young Woman's Blues,25,1923,0.0335,76.14,0.411,1923
0.995,['Bessie Smith'],0.709,181173,0.062,0,6XTvSCqGLLH0vzQQRn55hz,0.00341,5,0.12,-12.207,1,"Empty Bed Blues, Pt. 1",27,1923,0.048,85.854,0.553,1923
0.976,['Louis Armstrong'],0.665,192600,0.254,0,7lRFR5GJCxK87ZbVMtQSeS,0.00217,8,0.644,-9.879,1,Ain't Misbehavin',30,1923,0.108,125.734,0.503,1923
0.99,['Bessie Smith'],0.71,169960,0.0735,0,1yjck0Owf0HfhY5kWHiXIQ,0,5,0.0941,-12.526,1,Me and My Gin,23,1923,0.0488,90.917,0.494,1923
0.994,"['Bessie Smith', 'Louis Armstrong']",0.408,190107,0.145,0,4ejUoPIMggFTVrAyvodqJQ,4.73E-05,10,0.138,-10.99,1,St. Louis Blues (with Louis Armstrong),22,1923,0.0501,68.8,0.294,1923
0.992,['Bessie Smith'],0.587,205053,0.175,0,0rUf1j43orpfi6f4LbVo8D,0.000318,2,0.073,-9.935,1,Careless Love,22,1923,0.0384,98.523,0.483,1923
0.993,['Bessie Smith'],0.516,198053,0.146,0,2gyqc4p3WoxKsc6zaXF4hM,0.0223,2,0.172,-8.985,1,Backwater Blues,22,1923,0.0454,71.144,0.412,1923
0.991,"['Bessie Smith', 'Louis Armstrong']",0.355,189600,0.114,0,50zXyjVdFb3xAr3hnyYYn1,0.00686,10,0.108,-15.968,1,St. Louis Blues,23,1923,0.0588,69.902,0.258,1923
0.996,['Bessie Smith'],0.683,176067,0.0534,0,5lpBC66XQzpVDJuknDUuZd,0.000335,0,0.141,-16.704,1,Baby Won't You Please Come Home,21,1923,0.0356,79.488,0.44,1923
0.994,"[""King Oliver's Creole Jazz Band""]",0.708,194533,0.361,0,1xEEYhWxT4WhDQdxfPCT8D,0.883,0,0.103,-11.764,0,Snake Rag,20,1923,0.0441,105.695,0.902,1923
0.996,['Bessie Smith'],0.491,205440,0.0583,0,6ktCV1ZtqlnXQeRFQvcXON,0.376,0,0.137,-17.785,1,Down Hearted Blues,17,1923,0.0431,166.27,0.556,1923
0.971,['Bessie Smith'],0.691,208827,0.198,0,6N1wS1e5bMOubmVtkDLNrt,0.00888,7,0.154,-11.164,0,Gimme a Pigfoot and a Bottle of Beer,16,1923,0.0784,103.901,0.558,1923
0.995,"['Bessie Smith', 'Louis Armstrong']",0.415,180533,0.0795,0,7GRsQLXMzDHYb8zZAnMCDK,3.73E-05,0,0.426,-19.172,1,Sobbin' Hearted Blues,15,1923,0.0908,74.683,0.443,1923
0.996,"[""King Oliver's Creole Jazz Band""]",0.546,170827,0.189,0,3rauXVLOOM5BlxWqUcDpkg,0.908,0,0.339,-15.984,1,Chimes Blues,13,1923,0.0581,80.318,0.554,1923
0.96,['Louis Armstrong'],0.571,182707,0.269,0,5WlMyDvyQedom0kQ3MCTow,0.0129,4,0.121,-11.728,0,Lazy River,13,1923,0.067,101.845,0.49,1923
0.989,['Louis Armstrong & His Hot Five'],0.586,168533,0.113,0,08XPnovoMlLsFB3LDGq0rX,0.276,10,0.181,-12.211,1,Muggles,12,1923,0.0607,85.235,0.484,1923
0.985,['Louis Armstrong'],0.544,195000,0.181,0,3U6L5KW48YOsksN9Qvlydl,0.0256,5,0.401,-11.729,1,I've Got The World On A String,11,1923,0.0387,129.803,0.411,1923
