id,acousticness,danceability,energy,duration_ms,instrumentalness,valence,tempo,liveness,loudness,speechiness,key
0TWsNj5iSvbMTtbEDP7A4V,0.967,0.709,0.289,0.03132919,0,0.84,0.44152735,0.119,0.70506617,0.18,0.18181818
0cC9CYjLRIzwchQ42xVnq6,0.754,0.687,0.198,0.01718671,0,0.478,0.32217965,0.197,0.55964294,0.962,0.36363636
0eb1PfHxT6HnXvvdUOzmME,0.67,0.8,0.171,0.0184242,0,0.693,0.24481021,0.123,0.55776368,0.953,0.72727273
0grXU6GKVNCVMJbseA0Uhe,0.691,0.7,0.208,0.01703671,0,0.613,0.35210076,0.441,0.56575053,0.956,0.18181818
0kCB1bDVBC8gWCFcnJyIZc,0.996,0.352,0.334,0.03432411,0.00746,0.414,0.313761,0.36,0.7354475,0.0594,0.45454545
0l3BQsVJ7F76wlN5QhJzaP,0.985,0.37,0.372,0.02786158,0.000681,0.753,0.655706,0.929,0.67123953,0.0865,0.18181818
0pXUGQcBxfoQXg2e7G9Wwk,0.996,0.335,0.304,0.03299905,0.0832,0.215,0.31447145,0.102,0.71941117,0.0506,0.63636364
0wA4YFw7ZNnpasfjVgJxpv,0.728,0.704,0.244,0.01953045,0,0.644,0.34696744,0.168,0.54258868,0.959,0
0xJCJ9XSNcdTIz0QKmhtEn,0.994,0.339,0.0958,0.03309412,0.969,0.219,0.35431836,0.123,0.51767285,0.053,0.72727273
0zyKYuXwmo8eR3BBxoxVEO,0.665,0.655,0.214,0.02029919,0,0.761,0.3124633,0.279,0.57416021,0.962,0
10XXG7gG75jIREUaModzOY,0.539,0.673,0.239,0.01960545,0,0.644,0.34303737,0.633,0.58645368,0.96,0.45454545
10u9ZWsOnhEyqFJCC2rQVy,0.972,0.582,0.152,0.03057413,0,0.546,0.39333161,0.31,0.72442252,0.0914,0.90909091
112adU33vo4C1eRZct2hWy,0.994,0.42,0.288,0.03297412,0.000216,0.4,0.57318681,0.196,0.72030381,0.0701,0.63636364
15BEv0mKGqHHxyDAcLJ7ei,0.994,0.373,0.176,0.02722915,0.866,0.383,0.43774922,0.157,0.59439355,0.0703,0.36363636
1CZkVPFUK7wO1sMOlBHxJr,0.993,0.592,0.408,0.03289912,1.54E-06,0.766,0.33315675,0.413,0.75820218,0.271,0.90909091
1FnTOwM5cW5N9wzCWziLKC,0.992,0.55,0.31,0.03233662,0,0.568,0.51673669,0.204,0.69809725,0.168,0.90909091
1HJRj2XztAhgO7dLBw6b7s,0.996,0.482,0.0283,0.02637922,0.77,0.33,0.31884915,0.0989,0.57295435,0.0732,0
1KLKkACG16o5crQPiaF1Tz,0.974,0.273,0.318,0.03059419,0.163,0.414,0.30611851,0.778,0.64839089,0.0694,0.54545455
1KgBLlvPR6BxDyBNDtCUP0,0.993,0.373,0.244,0.0354866,0.0478,0.623,0.47436008,0.214,0.58396367,0.0538,0.72727273
1KxCqUwjiAHw7W0IIrRUwP,0.7,0.717,0.202,0.01778671,0,0.683,0.33526757,0.294,0.58246026,0.967,0.45454545
1PGLk4jyXA8oWTBtMyYlwX,0.996,0.462,0.119,0.03113907,0.88,0.407,0.50468775,0.0773,0.6117297,0.0793,0.36363636
1QDTYyfndMN9SDtRKDv9XO,0.995,0.532,0.375,0.03746903,1.22E-06,0.508,0.33008907,0.276,0.73101558,0.298,0.63636364
1V5PoYJVCYMHPWAZHxk6IA,0.679,0.717,0.242,0.01885545,0,0.565,0.49088117,0.318,0.57494323,0.947,0
1VuFIir7DL0mc6bppGMa3r,0.992,0.458,0.178,0.02559416,0.817,0.286,0.28388506,0.413,0.64593219,0.0614,0.72727273
1ZYRk4U7EuJwdRZNHpEBIz,0.994,0.52,0.262,0.02993663,0.000852,0.575,0.28387274,0.227,0.74200924,0.132,1
1b8HZQCqcqwbzlA1jRTp6E,0.989,0.427,0.18,0.04096907,0,0.431,0.32220429,0.128,0.69884895,0.067,0.90909091
1g7vO6aQ6NI5EcjzYs3RGf,0.817,0.721,0.127,0.01737421,0,0.628,0.48523862,0.178,0.56943074,0.95,0
1lia44teZBfbv0PnPkc5dK,0.996,0.457,0.193,0.02633666,0.348,0.671,0.72727683,0.0809,0.6762822,0.0655,0.36363636
1pGBOfY0PvpArBZT7GaUVK,0.769,0.729,0.211,0.0189492,0,0.728,0.45527233,0.556,0.59285882,0.957,0.90909091
1qQeEBayDNySHIiYmvQge0,0.619,0.741,0.213,0.01810545,0,0.719,0.38403413,0.534,0.59426826,0.962,0.45454545
1tKqAvRoP2RQfxftl4hVJT,0.563,0.685,0.257,0.02583041,0,0.642,0.40303564,0.112,0.62745282,0.955,0.45454545
1v0HtSUeQOu3ba28pvYE5y,0.626,0.491,0.439,0.01993469,0,0.792,0.74188011,0.321,0.76178843,0.105,0.36363636
213QIyv1KZIeGg7oXAMbah,0.995,0.236,0.124,0.03092157,0.981,0.409,0.29372462,0.149,0.57989194,0.0515,0.09090909
21yni4TcBS35MlxLjzV51t,0.995,0.43,0.168,0.02505923,0.928,0.437,0.24173022,0.246,0.63334116,0.0622,0.63636364
2B9d7LBGJvQEKiLEAexCOP,0.995,0.545,0.268,0.03287155,0.92,0.648,0.51996041,0.112,0.57898363,0.191,0.09090909
2BVWvGSdgUZtC2La5P3Jtv,0.991,0.467,0.328,0.02850414,1.57E-05,0.701,0.35782134,0.0705,0.73248767,0.0354,0.63636364
2Be2FRskn33cqPyeSdTqFd,0.996,0.484,0.0558,0.02815408,0.278,0.636,0.40883835,0.202,0.54294887,0.0575,0.72727273
2EapOmGwqUQrmHCP4LrsZi,0.813,0.673,0.237,0.01709296,0,0.544,0.39667853,0.234,0.61110328,0.962,0.45454545
2MHbLEapczIltPOYYEzQtE,0.981,0.218,0.394,0.02739415,0.301,0.749,0.33792458,0.505,0.63437476,0.0388,0.90909091
2PF5orWaMQK4N1DwZJ20J8,0.683,0.751,0.173,0.01713046,0,0.594,0.39259241,0.128,0.54445227,0.951,0.45454545
2SiNuAZ6jIU9xhClRKXcST,0.926,0.634,0.00399,0.01539422,0.919,0.396,0.32810145,0.105,0.47023726,0.0377,0.45454545
2UU5t5j325ofKGcg7oUQNh,0.99,0.543,0.424,0.02363423,0.0379,0.659,0.28158123,0.861,0.65108449,0.269,0.45454545
2bKTO2M7es2IGg7qYqlvM7,0.581,0.715,0.204,0.01810545,0,0.565,0.44257455,0.169,0.56932112,0.943,0.09090909
2cK20o1IdLmUIC4NoPWzOt,0.994,0.36,0.0954,0.02778659,0.726,0.344,0.31333801,0.107,0.56111503,0.064,0
2lC5U846P7bQQPPHzOQpDh,0.596,0.721,0.218,0.01701796,0,0.557,0.47817106,0.426,0.58806671,0.941,0
2u7t2vcrLxKp69Um0MDEs2,0.643,0.721,0.196,0.02086169,0,0.587,0.48828165,0.226,0.56850677,0.939,0.72727273
2vOhKgXKFpej7mv3mOwoF4,0.831,0.625,0.187,0.0181992,0,0.576,0.31431129,0.424,0.55303422,0.963,0.90909091
2vSAIArCi0f9b9Ll612hFK,0.623,0.732,0.176,0.01737421,0,0.771,0.31501353,0.442,0.59810508,0.966,0
2wWS5DZYc50AzbiXC57vGt,0.658,0.827,0.258,0.01692421,0,0.73,0.171223,0.316,0.59672696,0.956,0.45454545
3FBXaR512ufrrickKCasRN,0.666,0.735,0.244,0.0189492,0,0.618,0.34939037,0.253,0.59115183,0.956,0.90909091
3FfL0WRdyrEFPlPvmqj2lJ,0.73,0.619,0.173,0.01911795,0,0.653,0.74529685,0.145,0.57740193,0.967,0
3QkuxlHi5RXa2YBr6S52n3,0.593,0.768,0.232,0.01780546,0,0.591,0.2646043,0.304,0.60014094,0.962,0.63636364
3ROtnqCtqrMbaDkivZyV5n,0.995,0.431,0.2,0.03352161,0.821,0.543,0.44618841,0.139,0.5707149,0.0322,0.45454545
3XxlglpLYkpZIfU1c1C5e4,0.996,0.564,0.053,0.02903664,0.927,0.407,0.57581918,0.117,0.54747475,0.127,0.54545455
3aynsWyvRwa1r5ekqaWxD3,0.992,0.497,0.218,0.03207412,0,0.56,0.36307786,0.311,0.72747631,0.0345,0.36363636
3c8AbdpLH4SSbTHsN71XDN,0.996,0.527,0.142,0.03240656,0.907,0.896,0.5203218,0.113,0.61544123,0.0612,0.72727273
3d8zXYhG3sFx4uL9vv8IRu,0.979,0.564,0.433,0.03414411,3.74E-06,0.601,0.2956917,0.226,0.71068828,0.356,0.18181818
3f9p4JTCiipdjDtKGZHqP4,0.748,0.695,0.186,0.01763671,0,0.598,0.56871876,0.289,0.59788584,0.957,0.63636364
3fKqEoaJZODF7Xhh7qH4Wv,0.642,0.702,0.2,0.0190992,0,0.773,0.33326352,0.36,0.57945345,0.961,0.63636364
3rcerSJNOkfgB9CELqcRHL,0.591,0.773,0.155,0.0193617,0,0.494,0.21367764,0.13,0.55558688,0.963,0.81818182
41UwGhrmaTNXguHZjRkZbC,0.757,0.646,0.26,0.01714921,0,0.656,0.66814506,0.226,0.57724532,0.963,0.81818182
41sGC22d62AApd4dbiwhfr,0.676,0.78,0.18,0.0195867,0,0.788,0.24046126,0.63,0.57547569,0.963,0.09090909
450NWyAOOQ4cOPrp7ZRp13,0.996,0.53,0.147,0.03339168,0.894,0.552,0.28521151,0.114,0.59102654,0.0663,0.81818182
45QQGQZMPaVxlg0edajDgk,0.993,0.388,0.202,0.0291242,0.917,0.83,0.74373632,0.111,0.52974708,0.0517,0.72727273
45u40aoKGpIanpGW3ZTqMU,0.482,0.634,0.237,0.02050544,0,0.634,0.69795119,0.152,0.60934931,0.961,0.81818182
4CjnVzvSu86vqI5gY8SjPx,0.987,0.716,0.301,0.02749409,0,0.969,0.53038722,0.277,0.71928588,0.105,0.45454545
4FCWuuqM851ACz8p1b41fi,0.52,0.714,0.219,0.01729921,0,0.54,0.45510807,0.222,0.60786156,0.954,0.81818182
4RR5RKLA2vTQxkWrMIeHem,0.996,0.541,0.161,0.02927664,0.907,0.708,0.58768331,0.129,0.60684363,0.094,0.27272727
4iy1fsAHBgR2STJjPDhjY2,0.995,0.554,0.204,0.03354411,1.24E-06,0.62,0.39972978,0.153,0.70841751,0.0598,0.63636364
4m7uJS9VZlVnUG8oI1o0wx,0.334,0.677,0.314,0.01793671,0,0.486,0.30761333,0.603,0.61988881,0.963,0
4sAPfFxCxKIF571z6JwL4r,0.994,0.442,0.177,0.03178406,0.000896,0.562,0.52727437,0.491,0.63218229,0.0571,0.81818182
4vRhdBugLI9JQGsx3UfrAt,0.996,0.45,0.0522,0.03482154,0.929,0.413,0.29732615,0.158,0.47988411,0.0583,0.09090909
4vV7uBcF2AnjNTOejBS5oL,0.199,0.657,0.325,0.00657427,0.856,0.105,0.33651599,0.0931,0.71538642,0.254,0.90909091
4xDAzKsPZg7kMOhsnXHOO7,0.996,0.493,0.0763,0.02825908,0.909,0.683,0.30928474,0.169,0.53491504,0.0612,0.36363636
4yfqwU24XlVWLJTaBD3qQW,0.649,0.736,0.216,0.01688671,0,0.492,0.33116912,0.465,0.53203351,0.959,0.18181818
553V3FZf6yTv89rweIPLHs,0.532,0.723,0.22,0.01756171,0,0.595,0.49082367,0.136,0.57924986,0.932,0.09090909
56GdrUlLtRUtcF4afPH40o,0.996,0.53,0.0468,0.02994657,0.937,0.42,0.53223111,0.0982,0.55037194,0.0853,0.27272727
598LlBn6jpEpVbLjmZPsYV,0.144,0.644,0.684,0.0186492,0.802,0.138,0.41079312,0.0847,0.81047686,0.199,0.63636364
5CHSAhLggPpOYK5mpw8upO,0.525,0.632,0.217,0.01754296,0,0.605,0.68691249,0.149,0.58459009,0.963,0
5IlNHZg8dNQTT6hCZ0Ax28,0.845,0.62,0.187,0.01767421,0,0.729,0.72476356,0.138,0.56113069,0.962,0.45454545
5P35CyOEQiMqf8Hd6Pty5p,0.984,0.625,0.35,0.03524904,0,0.808,0.33496778,0.0988,0.69037663,0.312,0.90909091
5PJCXNLtJSB3XerASHg7eA,0.995,0.43,0.155,0.02739171,0.952,0.564,0.39662104,0.202,0.52172892,0.116,0.09090909
5WQcloalnv2qA55iMcsxve,0.5,0.714,0.2,0.0193992,0,0.589,0.36264666,0.246,0.59483204,0.965,0.45454545
5ZQdHBQwtS0iKSyRmFg7hB,0.865,0.661,0.225,0.02118044,0,0.692,0.35682752,0.239,0.57426983,0.966,0.18181818
5cIke4L8FPFzxkFlFYrMMD,0.728,0.718,0.221,0.01795546,0,0.538,0.49782963,0.152,0.55143685,0.949,0
5cUFFY2Atw4QeFitueQCt2,0.996,0.366,0.0749,0.02903664,0.924,0.515,0.37357858,0.117,0.52713178,0.0806,0.63636364
5d5gQxHwYovxR5pqETOIAa,0.995,0.511,0.206,0.03812415,0,0.481,0.28928532,0.418,0.69667215,0.0592,0
5kAxzo7Dog9Buovp3xXVO7,0.995,0.496,0.158,0.02527916,0.638,0.347,0.32800289,0.206,0.65000392,0.0423,0.72727273
5wfVO3v2ZiWmQvJuRgJANe,0.98,0.422,0.561,0.03278906,3.41E-06,0.528,0.49913144,0.966,0.64876674,0.461,0.45454545
5wg1nnx7c2kri8kx5xlCFH,0.996,0.493,0.0997,0.0288092,0.481,0.587,0.52164003,0.192,0.57245321,0.0607,0.45454545
63IcPgVIW0PWeJTaIY7GCu,0.996,0.656,0.283,0.02171668,0.00597,0.67,0.51778799,0.155,0.71861248,0.191,0.36363636
69mWzKmxFFwIAJS8nzcCgO,0.985,0.313,0.102,0.03398661,0.97,0.312,0.27750742,0.102,0.46940725,0.0436,0.90909091
6E4t6Sor5rWOLQDCAdI0vN,0.98,0.425,0.308,0.03251906,0,0.509,0.26585683,0.631,0.60942761,0.0534,0.09090909
6MD9XSLD4VmVI5SFRPm6By,0.474,0.651,0.574,0.03147469,0.713,0.412,0.4101648,0.0597,0.75171874,0.104,0.90909091
6UrbwimNzaLdtD86mpIKRa,0.727,0.657,0.181,0.01690546,0,0.538,0.38329494,0.456,0.56083314,0.963,0.63636364
6eew1OP57TeUDUMcjYE6A0,0.992,0.323,0.106,0.02988414,0.918,0.255,0.2933468,0.182,0.54595568,0.0483,0.72727273
6qXSeW8iUiHpbgRiqQO3aJ,0.995,0.476,0.131,0.02818408,0.929,0.635,0.28503903,0.102,0.47647013,0.0523,0.18181818
6tl1bsB5SXbsLjOndGiM7Q,0.993,0.357,0.244,0.03147413,0.0455,0.559,0.29777378,0.274,0.60762665,0.0478,0.09090909
71uB09gmVxuvPAC58e3Sub,0.872,0.728,0.162,0.02299918,0,0.734,0.34130436,0.176,0.56446637,0.965,0.45454545
71yYnLlqCTFGWt5ngD9ran,0.716,0.769,0.205,0.01694296,0,0.611,0.23895412,0.362,0.58482499,0.965,0.45454545
7C1flDj1663TYWAZEc5koB,0.653,0.646,0.189,0.01803046,0,0.5,0.31850419,0.284,0.55212591,0.964,0.18181818
7Iw8kyznP3k7593uAZ9mWi,0.693,0.757,0.217,0.01874295,0,0.5,0.34714402,0.208,0.5506225,0.959,0
7LzNrzedyuLV7qh3Q2m1QQ,0.647,0.755,0.152,0.0189117,0,0.487,0.32139938,0.134,0.55948634,0.962,0
7kFLV07SflDhEmpH2onfVr,0.672,0.69,0.177,0.01833045,0,0.683,0.58145351,0.272,0.5868452,0.959,0.45454545
7mFmbNkbJjrvDMukkza3OF,0.995,0.564,0.178,0.02880658,0.921,0.706,0.2481325,0.112,0.52564404,0.0432,0.81818182
7p94hrYktZStgIu6TCj3cZ,0.994,0.537,0.153,0.03004913,0,0.558,0.53030919,0.419,0.70132331,0.0898,0.72727273
7qZgukGp84vuPKrxzM3J4T,0.796,0.738,0.19,0.01874295,0,0.641,0.30742032,0.146,0.56379297,0.963,0.45454545
7svwanLaFaRLh3EwgYy2jl,0.711,0.723,0.221,0.01716796,0,0.693,0.44523977,0.218,0.59923264,0.957,0.81818182
7yWdEDmuqweoRkhZeftRtR,0.995,0.528,0.343,0.03427405,0,0.634,0.34167396,0.385,0.70530107,0.315,0
2wAfHM7Whz67VFbdanhZlk,0.996,0.614,0.0423,0.03228656,0.00293,0.211,0.36886825,0.183,0.75118628,0.0535,0.36363636
3eMrYc092k7SIJfWJ7oasR,0.984,0.831,0.262,0.02943658,0.912,0.901,0.42958108,0.204,0.74565813,0.0942,0.72727273
2AZgaYZSwUosJD71J2N2Zo,0.996,0.537,0.0443,0.03781159,0.000265,0.137,0.33045457,0.152,0.68163809,0.0343,0.27272727
0V1iYWPXCBTaB6dhbiprGF,0.986,0.771,0.0905,0.03685159,0.000141,0.601,0.35962416,0.152,0.81766502,0.0613,0.27272727
6qRvnXftofjYJm1Mg98UWL,0.992,0.693,0.027,0.03050663,0,0.402,0.31107525,0.134,0.72811839,0.0562,0
6sOKopKyVWwEJKh8zztYp5,0.995,0.525,0.232,0.03431661,0.0181,0.411,0.31268095,0.461,0.81984183,0.0335,0.72727273
6XTvSCqGLLH0vzQQRn55hz,0.995,0.709,0.062,0.03304405,0.00341,0.553,0.35257303,0.12,0.74846136,0.048,0.45454545
7lRFR5GJCxK87ZbVMtQSeS,0.976,0.665,0.254,0.0351866,0.00217,0.503,0.51634655,0.644,0.78491896,0.108,0.72727273
1yjck0Owf0HfhY5kWHiXIQ,0.99,0.71,0.0735,0.03094163,0,0.494,0.37336504,0.0941,0.74346566,0.0488,0.45454545
4ejUoPIMggFTVrAyvodqJQ,0.994,0.408,0.145,0.03471917,4.73E-05,0.294,0.28253808,0.138,0.76752016,0.0501,0.90909091
0rUf1j43orpfi6f4LbVo8D,0.992,0.587,0.175,0.03752153,0.000318,0.483,0.40460028,0.073,0.78404197,0.0384,0.18181818
2gyqc4p3WoxKsc6zaXF4hM,0.993,0.516,0.146,0.03620904,0.0223,0.412,0.29216409,0.172,0.79891943,0.0454,0.18181818
50zXyjVdFb3xAr3hnyYYn1,0.991,0.355,0.114,0.03462411,0.00686,0.258,0.28706362,0.108,0.68956229,0.0588,0.90909091
5lpBC66XQzpVDJuknDUuZd,0.996,0.683,0.0534,0.03208668,0.000335,0.44,0.32643004,0.141,0.67803618,0.0356,0
1xEEYhWxT4WhDQdxfPCT8D,0.994,0.708,0.361,0.03554904,0.883,0.902,0.43405323,0.103,0.75539895,0.0441,0
6ktCV1ZtqlnXQeRFQvcXON,0.996,0.491,0.0583,0.03759409,0.376,0.556,0.68281405,0.137,0.6611072,0.0431,0
6N1wS1e5bMOubmVtkDLNrt,0.971,0.691,0.198,0.03822915,0.00888,0.558,0.42668589,0.154,0.76479524,0.0784,0.63636364
7GRsQLXMzDHYb8zZAnMCDK,0.995,0.415,0.0795,0.03292405,3.73E-05,0.443,0.30669755,0.426,0.63938611,0.0908,0
3rauXVLOOM5BlxWqUcDpkg,0.996,0.546,0.189,0.03110419,0.908,0.554,0.32983857,0.339,0.68931172,0.0581,0
5WlMyDvyQedom0kQ3MCTow,0.96,0.571,0.269,0.03333168,0.0129,0.49,0.4182426,0.121,0.75596273,0.067,0.36363636
08XPnovoMlLsFB3LDGq0rX,0.989,0.586,0.113,0.03067407,0.276,0.484,0.35003101,0.181,0.74839872,0.0607,0.90909091
3U6L5KW48YOsksN9Qvlydl,0.985,0.544,0.181,0.0356366,0.0256,0.411,0.53305654,0.401,0.75594707,0.0387,0.45454545
5SvyP1ZeJX1jA7AOZD08NA,0.994,0.359,0.357,0.03417917,0.819,0.753,0.84208257,0.29,0.75467857,0.0511,0.27272727
0F5F4GWA0Tz1ebZlLar2wG,0.996,0.417,0.0498,0.03681166,0.123,0.411,0.32304205,0.169,0.72785217,0.0344,0.45454545
1UdqHVRFYMZKU2Q7xkLtYc,0.995,0.52,0.153,0.03610404,0.131,0.319,0.42272707,0.353,0.71972438,0.044,0
1h0wyCVd12PDSd6CLoGaVL,0.993,0.703,0.185,0.03114169,0.00209,0.491,0.43085414,0.22,0.80925534,0.0441,0.72727273
2CStrJiuFeHNS84A3kaT8s,0.995,0.641,0.063,0.03423167,2.21E-06,0.609,0.26969656,0.153,0.7486806,0.0727,0
3tkC9PMf19ffJlh65EdANg,0.996,0.602,0.132,0.03814159,0.025,0.351,0.31656995,0.164,0.76236786,0.0532,0
527J3xtyY4MdrpKtWcJNtL,0.991,0.557,0.0792,0.03774653,0,0.494,0.32757991,0.186,0.73457051,0.0541,0
0Vl2DO5U6FjgBpzCtBN3OA,0.996,0.514,0.193,0.02766921,0.199,0.665,0.74196635,0.248,0.72163495,0.238,0.18181818
2ivh0kwd7QIViw6YqDPdBA,0.969,0.76,0.251,0.02858158,2.43E-06,0.735,0.44539171,0.0561,0.75967426,0.0602,0.27272727
4ep3h4btBtuxsNeLFVzq5A,0.986,0.621,0.274,0.0357116,0.63,0.523,0.34819533,0.113,0.75023099,0.0514,0.27272727
4t1G1nGmPOms95TB9wz8FF,0.995,0.59,0.268,0.03270412,0.252,0.848,0.77725076,0.646,0.71548039,0.0725,0.27272727
7qxfKQ5qlcunexI4f0qifa,0.99,0.72,0.214,0.03642653,6.03E-06,0.58,0.3405282,0.148,0.83672383,0.07,0.63636364
0HUCWtOLhJhXwSRn6pvzQC,0.994,0.658,0.0841,0.03301668,0.767,0.504,0.49893432,0.088,0.70849581,0.0496,0.45454545
180gKK9WXgetU7EAxhCn7t,0.995,0.713,0.231,0.03342411,0,0.675,0.44549849,0.436,0.73016992,0.067,0.63636364
1mngGai1eXbHcBXuA6Z4jZ,0.98,0.759,0.454,0.03425417,0.81,0.889,0.45087,0.18,0.76352674,0.0822,0.45454545
1v6v5llnekLbreJYIRfkKc,0.985,0.604,0.325,0.03719415,0.84,0.629,0.69199653,0.195,0.77550701,0.213,0.90909091
20VPM7ePvpxTQyZFjOiP1g,0.949,0.733,0.418,0.03230662,0.792,0.961,0.49809246,0.229,0.74720852,0.0765,0.27272727
2AYdjRjSm49s6MFZiSlcSX,0.994,0.8,0.0466,0.03659153,0.000165,0.489,0.3471933,0.111,0.74943231,0.0578,0.45454545
2cmUadaXBixJGY2x87EMOa,0.976,0.584,0.201,0.03644153,0,0.58,0.33900052,0.689,0.73179861,0.0575,0.81818182
3GuVFPnSVW036wmwUrXQ9Q,0.994,0.583,0.214,0.02936664,3.30E-05,0.647,0.41853417,0.446,0.72528385,0.0423,0.90909091
3IL7X89mdAJ4ISGrGXi3sB,0.995,0.519,0.272,0.03402917,0.783,0.469,0.33068043,0.351,0.69574818,0.0627,1
4FINjzgcPjqR2PPpnWrCKF,0.995,0.63,0.232,0.03141656,0.00627,0.59,0.67360281,0.124,0.72622348,0.0569,0.72727273
4GOd9yNQrpl6omACRgvCX2,0.976,0.603,0.13,0.03811159,0.765,0.381,0.58929312,0.0943,0.72445384,0.0426,0.72727273
4yZ7B7yoMjDMH4oInYA36l,0.83,0.642,0.274,0.03549166,0.898,0.767,0.75941554,0.0398,0.78499726,0.101,0.27272727
5SM5voPROPhpgLuqRpGnNp,0.995,0.551,0.196,0.0351116,0.00325,0.534,0.3145618,0.384,0.70954506,0.0594,0
5WfYFtwzOo8Ne7DA1qhtWl,0.995,0.634,0.435,0.03199406,0.881,0.84,0.49902467,0.204,0.74509435,0.0474,0.63636364
5bfjNeQIU43IJPNY6c56fB,0.973,0.792,0.321,0.03276168,0.795,0.854,0.44601182,0.129,0.69480855,0.131,0.72727273
5c6hPSOnuiLnTve5b9s7ZS,0.936,0.587,0.29,0.03192919,0.254,0.929,0.75296398,0.115,0.77577324,0.177,0.45454545
5eXOIVUkW17FqnEoLR2wTX,0.97,0.614,0.298,0.03913664,0.646,0.772,0.50232232,0.0514,0.76730092,0.0541,0.27272727
6azxqS9u7eO5DslqJCWMNd,0.882,0.788,0.395,0.0354041,0.844,0.676,0.46543221,0.124,0.71988098,0.301,0.90909091
02smo7WfO95Ww8MZw06h1p,0.996,0.602,0.216,0.02941164,0.524,0.716,0.6003236,0.0973,0.74756871,0.0676,0
06Q9isDLNDaHJNPa5lM4Cg,0.963,0.726,0.212,0.03279412,0.688,0.825,0.39920824,0.0798,0.70873072,0.126,0.72727273
0QfWOoNZibrxHpzdKWEHBZ,0.989,0.527,0.178,0.0366116,9.85E-06,0.37,0.43158102,0.104,0.70763448,0.0793,0.27272727
0YIo0uq3o867nFkE9I9hf2,0.996,0.661,0.134,0.03258168,0.0011,0.575,0.29361374,0.119,0.74215018,0.0763,0.18181818
0fuLzjcUhMW9s6NBsDb22L,0.982,0.726,0.254,0.03612916,0.33,0.456,0.45526412,0.0398,0.77835722,0.124,0.09090909
18NiVMY4Fz6MjnhrX8xFiM,0.97,0.719,0.388,0.03293662,0.526,0.806,0.48570267,0.132,0.76208598,0.154,0.09090909
1L0puqUCoINHyHjzzWXrHC,0.971,0.745,0.396,0.03507917,0.00179,0.751,0.48357131,0.238,0.77409756,0.481,0
1h0lfbm5uARsmDAkBikqfz,0.992,0.615,0.13,0.0350366,0.0805,0.256,0.44710419,0.146,0.69889594,0.0466,0.27272727
1t2zq9TXj7mlSX8fcKwCbm,0.978,0.598,0.31,0.03426917,0.0337,0.537,0.4531533,0.0766,0.77058962,0.0714,0.45454545
2DAK09fP0bobALaArOEeCI,0.988,0.681,0.188,0.03288168,0.00732,0.387,0.42337592,0.345,0.74962023,0.0482,0
2GnYkuVM8jQh4sFGGmDfcV,0.907,0.573,0.246,0.03231918,0.867,0.965,0.84358561,0.0752,0.72738235,0.224,0.45454545
2SRy24tTjBERSmb3FHqzdb,0.989,0.585,0.228,0.03176906,8.55E-06,0.576,0.40526556,0.55,0.75716859,0.0475,0
2gwppa6p7HymxbyxEooUNI,0.963,0.713,0.294,0.03144919,0.348,0.558,0.35029383,0.387,0.7725002,0.073,0.45454545
2n13QpmPEINmoTLUAlLCd7,0.994,0.536,0.168,0.03341155,0.121,0.554,0.69427573,0.29,0.69374364,0.114,0.18181818
2nwxT2BLHn5NjQj0wuEXAu,0.937,0.625,0.203,0.03214912,0.0208,0.741,0.54991848,0.0868,0.74767833,0.077,0.45454545
2ohtXE5y4GhN0Zxvalubes,0.989,0.559,0.266,0.03394405,0.847,0.576,0.41591823,0.448,0.78609349,0.0512,0
300WVfsVnOUJM2KXAm9IGS,0.979,0.717,0.209,0.03761153,0.439,0.889,0.52319235,0.0609,0.73253465,0.0622,0.09090909
31N4so4BNr6e0Hz2NtmU33,0.994,0.692,0.477,0.03186656,0.929,0.96,0.48706608,0.369,0.73068671,0.363,0.72727273
377bagPbNQx6K6RKjuUFQ3,0.977,0.653,0.131,0.03359905,0.733,0.593,0.50963627,0.6,0.63951139,0.0628,0.72727273
3DzcB6weYL3L7oRNmsJCaV,0.923,0.496,0.311,0.03681166,0.0127,0.718,0.78451543,0.252,0.76420014,0.124,0.45454545
3MUeRkKpLxxyRFzqMTj1HY,0.945,0.562,0.525,0.03538666,0.0949,0.794,0.65038377,0.129,0.7988098,0.142,0.27272727
3jic1HtQwJwaKnBL4ykuwZ,0.927,0.741,0.284,0.0358166,0.0788,0.816,0.4346487,0.0633,0.77666588,0.0505,0.27272727
3pcaFPeiPvuLD46XTuVNiF,0.98,0.78,0.368,0.0349616,0.907,0.957,0.47391245,0.0798,0.72265289,0.0958,0.45454545
3qByw3YrQnpjMttThvwclS,0.995,0.657,0.136,0.03878658,7.64E-05,0.637,0.29769986,0.118,0.70905959,0.339,1
3tlygdsn8Jl6D0XA7RRslx,0.968,0.606,0.261,0.0360116,0.124,0.657,0.52575491,0.12,0.72046042,0.0679,0.90909091
3yJC2QZqAm1i2wSob2Cpyv,0.996,0.66,0.184,0.03491904,0.941,0.43,0.4407594,0.305,0.72049174,0.0322,0.90909091
43WZyNbzOJOnKQStu8if8E,0.912,0.68,0.47,0.03213656,0.907,0.946,0.74346117,0.0819,0.80425965,0.11,1
46ddI0x8tLiOjDFqb2TQ5R,0.995,0.673,0.132,0.03260418,0.108,0.587,0.43325243,0.26,0.69399421,0.0771,0.90909091
